"Id","Date","Hour","avgValue"
2022484408,"05/05/2016","17:00:00",78
2022484408,"05/05/2016","18:00:00",77
2022484408,"05/05/2016","19:00:00",71
2022484408,"05/05/2016","20:00:00",75
2022484408,"06/04/2016","07:00:00",82
2022484408,"06/04/2016","08:00:00",86
2022484408,"06/04/2016","09:00:00",125
2022484408,"06/04/2016","10:00:00",77
2022484408,"06/04/2016","11:00:00",69
2022484408,"06/04/2016","12:00:00",78
2022484408,"06/04/2016","13:00:00",76
2022484408,"06/04/2016","14:00:00",84
2022484408,"06/04/2016","15:00:00",77
2022484408,"06/04/2016","16:00:00",75
2022484408,"06/04/2016","17:00:00",81
2022484408,"06/04/2016","18:00:00",88
2022484408,"06/04/2016","19:00:00",79
2022484408,"06/04/2016","20:00:00",75
2022484408,"06/04/2016","21:00:00",86
2022484408,"06/05/2016","09:00:00",86
2022484408,"06/05/2016","10:00:00",88
2022484408,"06/05/2016","11:00:00",89
2022484408,"06/05/2016","12:00:00",76
2022484408,"06/05/2016","13:00:00",86
2022484408,"06/05/2016","14:00:00",95
2022484408,"06/05/2016","15:00:00",76
2022484408,"06/05/2016","16:00:00",77
2022484408,"06/05/2016","17:00:00",72
2022484408,"06/05/2016","18:00:00",73
2022484408,"06/05/2016","19:00:00",71
2022484408,"06/05/2016","20:00:00",77
2022484408,"06/05/2016","21:00:00",92
2022484408,"07/04/2016","08:00:00",83
2022484408,"07/04/2016","09:00:00",107
2022484408,"07/04/2016","10:00:00",108
2022484408,"07/04/2016","11:00:00",95
2022484408,"07/04/2016","12:00:00",87
2022484408,"07/04/2016","13:00:00",86
2022484408,"07/04/2016","14:00:00",100
2022484408,"07/04/2016","15:00:00",82
2022484408,"07/04/2016","16:00:00",87
2022484408,"07/04/2016","17:00:00",87
2022484408,"07/04/2016","18:00:00",80
2022484408,"07/04/2016","19:00:00",77
2022484408,"07/04/2016","20:00:00",84
2022484408,"07/05/2016","08:00:00",87
2022484408,"07/05/2016","09:00:00",79
2022484408,"07/05/2016","10:00:00",85
2022484408,"07/05/2016","11:00:00",77
2022484408,"07/05/2016","12:00:00",70
2022484408,"07/05/2016","13:00:00",79
2022484408,"07/05/2016","19:00:00",78
2022484408,"07/05/2016","20:00:00",62
2022484408,"07/05/2016","21:00:00",70
2022484408,"08/04/2016","06:00:00",79
2022484408,"08/04/2016","07:00:00",79
2022484408,"08/04/2016","08:00:00",81
2022484408,"08/04/2016","09:00:00",114
2022484408,"08/04/2016","10:00:00",84
2022484408,"08/04/2016","11:00:00",84
2022484408,"08/04/2016","12:00:00",85
2022484408,"08/04/2016","13:00:00",74
2022484408,"08/04/2016","14:00:00",75
2022484408,"08/04/2016","15:00:00",79
2022484408,"08/04/2016","16:00:00",76
2022484408,"08/04/2016","17:00:00",78
2022484408,"08/04/2016","18:00:00",71
2022484408,"08/04/2016","19:00:00",76
2022484408,"08/04/2016","20:00:00",81
2022484408,"08/05/2016","08:00:00",109
2022484408,"08/05/2016","09:00:00",91
2022484408,"08/05/2016","10:00:00",74
2022484408,"08/05/2016","11:00:00",74
2022484408,"08/05/2016","12:00:00",75
2022484408,"08/05/2016","13:00:00",73
2022484408,"08/05/2016","14:00:00",100
2022484408,"09/04/2016","05:00:00",82
2022484408,"09/04/2016","06:00:00",76
2022484408,"09/04/2016","07:00:00",111
2022484408,"09/04/2016","08:00:00",97
2022484408,"09/04/2016","09:00:00",89
2022484408,"09/04/2016","10:00:00",87
2022484408,"09/04/2016","11:00:00",74
2022484408,"09/04/2016","12:00:00",74
2022484408,"09/04/2016","13:00:00",82
2022484408,"09/04/2016","14:00:00",75
2022484408,"09/04/2016","15:00:00",76
2022484408,"09/04/2016","16:00:00",88
2022484408,"09/04/2016","17:00:00",79
2022484408,"09/04/2016","18:00:00",80
2022484408,"09/04/2016","19:00:00",83
2022484408,"09/05/2016","06:00:00",73
2022484408,"09/05/2016","07:00:00",75
2022484408,"09/05/2016","08:00:00",75
2022484408,"09/05/2016","09:00:00",86
2022484408,"09/05/2016","10:00:00",101
2022484408,"09/05/2016","11:00:00",69
2022484408,"09/05/2016","12:00:00",74
2022484408,"09/05/2016","13:00:00",73
2022484408,"09/05/2016","14:00:00",96
2022484408,"09/05/2016","15:00:00",94
2022484408,"09/05/2016","16:00:00",78
2022484408,"09/05/2016","17:00:00",74
2022484408,"09/05/2016","18:00:00",75
2022484408,"09/05/2016","19:00:00",75
2022484408,"09/05/2016","20:00:00",71
2022484408,"10/04/2016","07:00:00",93
2022484408,"10/04/2016","08:00:00",85
2022484408,"10/04/2016","09:00:00",92
2022484408,"10/04/2016","10:00:00",88
2022484408,"10/04/2016","11:00:00",90
2022484408,"10/04/2016","12:00:00",79
2022484408,"10/04/2016","13:00:00",78
2022484408,"10/04/2016","14:00:00",78
2022484408,"10/04/2016","15:00:00",75
2022484408,"10/04/2016","16:00:00",85
2022484408,"10/04/2016","17:00:00",65
2022484408,"10/04/2016","18:00:00",67
2022484408,"10/04/2016","19:00:00",83
2022484408,"10/04/2016","20:00:00",65
2022484408,"10/05/2016","08:00:00",81
2022484408,"10/05/2016","09:00:00",73
2022484408,"10/05/2016","10:00:00",114
2022484408,"10/05/2016","11:00:00",100
2022484408,"10/05/2016","12:00:00",74
2022484408,"10/05/2016","13:00:00",87
2022484408,"10/05/2016","14:00:00",93
2022484408,"10/05/2016","15:00:00",77
2022484408,"10/05/2016","16:00:00",77
2022484408,"10/05/2016","17:00:00",84
2022484408,"10/05/2016","18:00:00",80
2022484408,"10/05/2016","19:00:00",84
2022484408,"10/05/2016","20:00:00",80
2022484408,"11/04/2016","08:00:00",76
2022484408,"11/04/2016","09:00:00",123
2022484408,"11/04/2016","10:00:00",79
2022484408,"11/04/2016","11:00:00",74
2022484408,"11/04/2016","12:00:00",80
2022484408,"11/04/2016","13:00:00",75
2022484408,"11/04/2016","14:00:00",89
2022484408,"11/04/2016","15:00:00",75
2022484408,"11/04/2016","16:00:00",85
2022484408,"11/04/2016","17:00:00",81
2022484408,"11/04/2016","18:00:00",72
2022484408,"11/04/2016","19:00:00",68
2022484408,"11/04/2016","20:00:00",72
2022484408,"11/05/2016","09:00:00",71
2022484408,"11/05/2016","10:00:00",68
2022484408,"11/05/2016","11:00:00",106
2022484408,"11/05/2016","12:00:00",79
2022484408,"11/05/2016","13:00:00",66
2022484408,"11/05/2016","14:00:00",99
2022484408,"11/05/2016","15:00:00",78
2022484408,"11/05/2016","16:00:00",82
2022484408,"11/05/2016","17:00:00",90
2022484408,"11/05/2016","18:00:00",79
2022484408,"11/05/2016","19:00:00",80
2022484408,"11/05/2016","20:00:00",84
2022484408,"12/04/2016","07:00:00",83
2022484408,"12/04/2016","08:00:00",69
2022484408,"12/04/2016","09:00:00",66
2022484408,"12/04/2016","10:00:00",107
2022484408,"12/04/2016","11:00:00",68
2022484408,"12/04/2016","12:00:00",66
2022484408,"12/04/2016","13:00:00",84
2022484408,"12/04/2016","14:00:00",81
2022484408,"12/04/2016","15:00:00",68
2022484408,"12/04/2016","16:00:00",71
2022484408,"12/04/2016","17:00:00",70
2022484408,"12/04/2016","18:00:00",76
2022484408,"12/04/2016","19:00:00",75
2022484408,"12/05/2016","07:00:00",79
2022484408,"12/05/2016","08:00:00",72
2022484408,"12/05/2016","09:00:00",90
2022484408,"12/05/2016","10:00:00",94
2022484408,"12/05/2016","11:00:00",72
2022484408,"12/05/2016","12:00:00",73
2022484408,"12/05/2016","13:00:00",84
2022484408,"12/05/2016","14:00:00",86
2022484408,"12/05/2016","15:00:00",79
2022484408,"13/04/2016","07:00:00",79
2022484408,"13/04/2016","08:00:00",76
2022484408,"13/04/2016","09:00:00",118
2022484408,"13/04/2016","10:00:00",69
2022484408,"13/04/2016","11:00:00",72
2022484408,"13/04/2016","12:00:00",81
2022484408,"13/04/2016","13:00:00",70
2022484408,"13/04/2016","14:00:00",87
2022484408,"13/04/2016","15:00:00",72
2022484408,"13/04/2016","16:00:00",71
2022484408,"13/04/2016","17:00:00",74
2022484408,"13/04/2016","18:00:00",86
2022484408,"13/04/2016","19:00:00",82
2022484408,"14/04/2016","07:00:00",88
2022484408,"14/04/2016","08:00:00",71
2022484408,"14/04/2016","09:00:00",69
2022484408,"14/04/2016","10:00:00",64
2022484408,"14/04/2016","11:00:00",66
2022484408,"14/04/2016","12:00:00",72
2022484408,"14/04/2016","13:00:00",70
2022484408,"14/04/2016","14:00:00",87
2022484408,"14/04/2016","15:00:00",64
2022484408,"14/04/2016","16:00:00",69
2022484408,"14/04/2016","17:00:00",69
2022484408,"14/04/2016","18:00:00",87
2022484408,"14/04/2016","19:00:00",71
2022484408,"14/04/2016","20:00:00",74
2022484408,"15/04/2016","07:00:00",91
2022484408,"15/04/2016","08:00:00",73
2022484408,"15/04/2016","09:00:00",117
2022484408,"15/04/2016","10:00:00",83
2022484408,"15/04/2016","11:00:00",77
2022484408,"15/04/2016","12:00:00",70
2022484408,"15/04/2016","13:00:00",83
2022484408,"15/04/2016","14:00:00",82
2022484408,"15/04/2016","15:00:00",73
2022484408,"15/04/2016","16:00:00",80
2022484408,"15/04/2016","17:00:00",72
2022484408,"15/04/2016","18:00:00",68
2022484408,"15/04/2016","19:00:00",73
2022484408,"16/04/2016","07:00:00",94
2022484408,"16/04/2016","08:00:00",91
2022484408,"16/04/2016","09:00:00",102
2022484408,"16/04/2016","10:00:00",68
2022484408,"16/04/2016","11:00:00",68
2022484408,"16/04/2016","12:00:00",67
2022484408,"16/04/2016","13:00:00",76
2022484408,"16/04/2016","14:00:00",72
2022484408,"16/04/2016","15:00:00",68
2022484408,"16/04/2016","16:00:00",70
2022484408,"16/04/2016","20:00:00",73
2022484408,"16/04/2016","21:00:00",73
2022484408,"17/04/2016","08:00:00",77
2022484408,"17/04/2016","09:00:00",114
2022484408,"17/04/2016","10:00:00",99
2022484408,"17/04/2016","11:00:00",91
2022484408,"17/04/2016","12:00:00",72
2022484408,"17/04/2016","13:00:00",78
2022484408,"17/04/2016","14:00:00",85
2022484408,"17/04/2016","15:00:00",77
2022484408,"17/04/2016","16:00:00",76
2022484408,"17/04/2016","17:00:00",80
2022484408,"17/04/2016","18:00:00",79
2022484408,"17/04/2016","19:00:00",73
2022484408,"17/04/2016","20:00:00",74
2022484408,"18/04/2016","06:00:00",71
2022484408,"18/04/2016","07:00:00",86
2022484408,"18/04/2016","08:00:00",79
2022484408,"18/04/2016","09:00:00",127
2022484408,"18/04/2016","10:00:00",84
2022484408,"18/04/2016","11:00:00",74
2022484408,"18/04/2016","12:00:00",69
2022484408,"18/04/2016","13:00:00",71
2022484408,"18/04/2016","14:00:00",88
2022484408,"18/04/2016","15:00:00",75
2022484408,"18/04/2016","16:00:00",85
2022484408,"18/04/2016","17:00:00",79
2022484408,"18/04/2016","18:00:00",77
2022484408,"18/04/2016","19:00:00",79
2022484408,"18/04/2016","20:00:00",70
2022484408,"19/04/2016","09:00:00",74
2022484408,"19/04/2016","10:00:00",70
2022484408,"19/04/2016","11:00:00",71
2022484408,"19/04/2016","12:00:00",71
2022484408,"19/04/2016","13:00:00",79
2022484408,"19/04/2016","14:00:00",90
2022484408,"19/04/2016","15:00:00",82
2022484408,"19/04/2016","16:00:00",116
2022484408,"19/04/2016","17:00:00",81
2022484408,"19/04/2016","18:00:00",85
2022484408,"19/04/2016","19:00:00",81
2022484408,"20/04/2016","06:00:00",68
2022484408,"20/04/2016","07:00:00",79
2022484408,"20/04/2016","08:00:00",77
2022484408,"20/04/2016","09:00:00",126
2022484408,"20/04/2016","10:00:00",70
2022484408,"20/04/2016","11:00:00",73
2022484408,"20/04/2016","12:00:00",91
2022484408,"20/04/2016","13:00:00",78
2022484408,"20/04/2016","14:00:00",94
2022484408,"20/04/2016","15:00:00",84
2022484408,"20/04/2016","16:00:00",80
2022484408,"20/04/2016","17:00:00",80
2022484408,"20/04/2016","18:00:00",85
2022484408,"20/04/2016","19:00:00",76
2022484408,"20/04/2016","20:00:00",79
2022484408,"21/04/2016","07:00:00",86
2022484408,"21/04/2016","08:00:00",63
2022484408,"21/04/2016","09:00:00",66
2022484408,"21/04/2016","10:00:00",106
2022484408,"21/04/2016","11:00:00",93
2022484408,"21/04/2016","12:00:00",95
2022484408,"21/04/2016","13:00:00",78
2022484408,"21/04/2016","14:00:00",101
2022484408,"21/04/2016","15:00:00",84
2022484408,"21/04/2016","16:00:00",108
2022484408,"21/04/2016","17:00:00",94
2022484408,"21/04/2016","18:00:00",77
2022484408,"21/04/2016","19:00:00",75
2022484408,"21/04/2016","20:00:00",75
2022484408,"21/04/2016","21:00:00",68
2022484408,"21/04/2016","22:00:00",70
2022484408,"22/04/2016","06:00:00",66
2022484408,"22/04/2016","07:00:00",84
2022484408,"22/04/2016","08:00:00",73
2022484408,"22/04/2016","09:00:00",120
2022484408,"22/04/2016","10:00:00",91
2022484408,"22/04/2016","11:00:00",75
2022484408,"22/04/2016","12:00:00",81
2022484408,"22/04/2016","13:00:00",87
2022484408,"22/04/2016","14:00:00",87
2022484408,"22/04/2016","15:00:00",70
2022484408,"22/04/2016","16:00:00",66
2022484408,"22/04/2016","17:00:00",62
2022484408,"22/04/2016","18:00:00",68
2022484408,"22/04/2016","19:00:00",79
2022484408,"22/04/2016","20:00:00",77
2022484408,"23/04/2016","12:00:00",71
2022484408,"23/04/2016","13:00:00",80
2022484408,"23/04/2016","14:00:00",67
2022484408,"23/04/2016","15:00:00",74
2022484408,"23/04/2016","16:00:00",72
2022484408,"23/04/2016","17:00:00",76
2022484408,"23/04/2016","18:00:00",75
2022484408,"23/04/2016","19:00:00",72
2022484408,"23/04/2016","20:00:00",68
2022484408,"23/04/2016","21:00:00",66
2022484408,"23/04/2016","22:00:00",67
2022484408,"24/04/2016","08:00:00",108
2022484408,"24/04/2016","09:00:00",109
2022484408,"24/04/2016","10:00:00",78
2022484408,"24/04/2016","11:00:00",76
2022484408,"24/04/2016","12:00:00",74
2022484408,"24/04/2016","13:00:00",86
2022484408,"24/04/2016","14:00:00",74
2022484408,"24/04/2016","15:00:00",82
2022484408,"24/04/2016","16:00:00",69
2022484408,"24/04/2016","17:00:00",74
2022484408,"24/04/2016","18:00:00",78
2022484408,"24/04/2016","19:00:00",82
2022484408,"24/04/2016","20:00:00",70
2022484408,"25/04/2016","07:00:00",84
2022484408,"25/04/2016","08:00:00",71
2022484408,"25/04/2016","09:00:00",129
2022484408,"25/04/2016","10:00:00",79
2022484408,"25/04/2016","13:00:00",106
2022484408,"25/04/2016","14:00:00",86
2022484408,"25/04/2016","15:00:00",67
2022484408,"25/04/2016","16:00:00",69
2022484408,"25/04/2016","17:00:00",69
2022484408,"25/04/2016","18:00:00",73
2022484408,"25/04/2016","19:00:00",80
2022484408,"25/04/2016","20:00:00",93
2022484408,"26/04/2016","07:00:00",75
2022484408,"26/04/2016","08:00:00",61
2022484408,"26/04/2016","09:00:00",78
2022484408,"26/04/2016","10:00:00",127
2022484408,"26/04/2016","11:00:00",99
2022484408,"26/04/2016","12:00:00",89
2022484408,"26/04/2016","13:00:00",76
2022484408,"26/04/2016","14:00:00",84
2022484408,"26/04/2016","15:00:00",85
2022484408,"26/04/2016","16:00:00",76
2022484408,"26/04/2016","17:00:00",73
2022484408,"26/04/2016","18:00:00",78
2022484408,"26/04/2016","19:00:00",78
2022484408,"26/04/2016","20:00:00",63
2022484408,"27/04/2016","09:00:00",91
2022484408,"27/04/2016","10:00:00",90
2022484408,"27/04/2016","11:00:00",64
2022484408,"27/04/2016","12:00:00",76
2022484408,"27/04/2016","13:00:00",82
2022484408,"27/04/2016","14:00:00",90
2022484408,"27/04/2016","15:00:00",70
2022484408,"27/04/2016","16:00:00",75
2022484408,"27/04/2016","17:00:00",72
2022484408,"27/04/2016","18:00:00",95
2022484408,"27/04/2016","19:00:00",85
2022484408,"27/04/2016","20:00:00",70
2022484408,"28/04/2016","07:00:00",74
2022484408,"28/04/2016","08:00:00",77
2022484408,"28/04/2016","09:00:00",68
2022484408,"28/04/2016","10:00:00",70
2022484408,"28/04/2016","11:00:00",70
2022484408,"28/04/2016","12:00:00",82
2022484408,"28/04/2016","13:00:00",65
2022484408,"28/04/2016","14:00:00",79
2022484408,"28/04/2016","15:00:00",65
2022484408,"28/04/2016","16:00:00",68
2022484408,"28/04/2016","17:00:00",68
2022484408,"28/04/2016","18:00:00",68
2022484408,"28/04/2016","19:00:00",68
2022484408,"28/04/2016","20:00:00",76
2022484408,"29/04/2016","08:00:00",67
2022484408,"29/04/2016","09:00:00",108
2022484408,"29/04/2016","10:00:00",90
2022484408,"29/04/2016","11:00:00",84
2022484408,"29/04/2016","12:00:00",87
2022484408,"29/04/2016","13:00:00",91
2022484408,"29/04/2016","14:00:00",96
2022484408,"29/04/2016","15:00:00",67
2022484408,"29/04/2016","16:00:00",70
2022484408,"29/04/2016","17:00:00",73
2022484408,"29/04/2016","18:00:00",76
2022484408,"29/04/2016","19:00:00",83
2022484408,"30/04/2016","06:00:00",82
2022484408,"30/04/2016","07:00:00",65
2022484408,"30/04/2016","08:00:00",67
2022484408,"30/04/2016","09:00:00",67
2022484408,"30/04/2016","10:00:00",82
2022484408,"30/04/2016","11:00:00",73
2022484408,"30/04/2016","12:00:00",79
2022484408,"30/04/2016","13:00:00",85
2022484408,"30/04/2016","14:00:00",82
2022484408,"30/04/2016","15:00:00",78
2022484408,"30/04/2016","16:00:00",90
2022484408,"30/04/2016","17:00:00",77
2022484408,"30/04/2016","18:00:00",85
2022484408,"30/04/2016","19:00:00",72
2022484408,"30/04/2016","20:00:00",77
2022484408,"30/04/2016","21:00:00",79
2026352035,"02/04/2016","00:00:00",62
2026352035,"02/04/2016","01:00:00",71
2026352035,"02/04/2016","02:00:00",70
2026352035,"02/05/2016","18:00:00",91
2026352035,"02/05/2016","19:00:00",82
2026352035,"02/05/2016","20:00:00",77
2026352035,"02/05/2016","22:00:00",73
2026352035,"09/05/2016","16:00:00",104
2026352035,"09/05/2016","17:00:00",103
2026352035,"09/05/2016","18:00:00",92
2026352035,"09/05/2016","19:00:00",92
2026352035,"17/04/2016","05:00:00",67
2026352035,"17/04/2016","06:00:00",73
2026352035,"25/04/2016","09:00:00",105
2026352035,"25/04/2016","10:00:00",96
2026352035,"25/04/2016","11:00:00",106
2347167796,"01/04/2016","00:00:00",65
2347167796,"01/04/2016","01:00:00",61
2347167796,"01/04/2016","02:00:00",60
2347167796,"01/04/2016","03:00:00",59
2347167796,"01/04/2016","04:00:00",59
2347167796,"01/04/2016","05:00:00",60
2347167796,"01/04/2016","06:00:00",67
2347167796,"01/04/2016","07:00:00",84
2347167796,"01/04/2016","08:00:00",79
2347167796,"01/04/2016","09:00:00",70
2347167796,"01/04/2016","10:00:00",69
2347167796,"01/04/2016","11:00:00",66
2347167796,"01/04/2016","12:00:00",67
2347167796,"01/04/2016","13:00:00",79
2347167796,"01/04/2016","14:00:00",72
2347167796,"01/04/2016","15:00:00",71
2347167796,"01/04/2016","16:00:00",70
2347167796,"01/04/2016","17:00:00",64
2347167796,"01/04/2016","18:00:00",73
2347167796,"01/04/2016","19:00:00",69
2347167796,"01/04/2016","20:00:00",74
2347167796,"01/04/2016","22:00:00",65
2347167796,"01/04/2016","23:00:00",70
2347167796,"02/04/2016","00:00:00",71
2347167796,"02/04/2016","01:00:00",77
2347167796,"02/04/2016","02:00:00",77
2347167796,"02/04/2016","03:00:00",75
2347167796,"02/04/2016","04:00:00",71
2347167796,"02/04/2016","05:00:00",70
2347167796,"02/04/2016","06:00:00",71
2347167796,"02/04/2016","07:00:00",69
2347167796,"02/04/2016","08:00:00",73
2347167796,"02/04/2016","09:00:00",85
2347167796,"02/04/2016","10:00:00",114
2347167796,"02/04/2016","11:00:00",84
2347167796,"02/04/2016","12:00:00",83
2347167796,"02/04/2016","13:00:00",80
2347167796,"02/04/2016","14:00:00",82
2347167796,"02/04/2016","15:00:00",82
2347167796,"02/04/2016","16:00:00",86
2347167796,"02/04/2016","17:00:00",89
2347167796,"02/04/2016","18:00:00",87
2347167796,"02/04/2016","19:00:00",79
2347167796,"02/04/2016","20:00:00",82
2347167796,"02/04/2016","21:00:00",85
2347167796,"02/04/2016","22:00:00",76
2347167796,"02/04/2016","23:00:00",73
2347167796,"03/04/2016","00:00:00",70
2347167796,"03/04/2016","01:00:00",69
2347167796,"03/04/2016","02:00:00",66
2347167796,"03/04/2016","03:00:00",66
2347167796,"03/04/2016","04:00:00",65
2347167796,"03/04/2016","05:00:00",62
2347167796,"03/04/2016","06:00:00",62
2347167796,"03/04/2016","07:00:00",64
2347167796,"03/04/2016","08:00:00",77
2347167796,"03/04/2016","09:00:00",78
2347167796,"03/04/2016","10:00:00",74
2347167796,"03/04/2016","11:00:00",82
2347167796,"03/04/2016","12:00:00",71
2347167796,"03/04/2016","13:00:00",78
2347167796,"03/04/2016","14:00:00",73
2347167796,"03/04/2016","15:00:00",83
2347167796,"03/04/2016","16:00:00",97
2347167796,"03/04/2016","17:00:00",78
2347167796,"03/04/2016","18:00:00",81
2347167796,"03/04/2016","19:00:00",82
2347167796,"03/04/2016","20:00:00",80
2347167796,"03/04/2016","21:00:00",78
2347167796,"03/04/2016","22:00:00",72
2347167796,"03/04/2016","23:00:00",68
2347167796,"04/04/2016","00:00:00",64
2347167796,"04/04/2016","01:00:00",64
2347167796,"04/04/2016","02:00:00",64
2347167796,"04/04/2016","03:00:00",63
2347167796,"04/04/2016","04:00:00",63
2347167796,"04/04/2016","05:00:00",64
2347167796,"04/04/2016","06:00:00",69
2347167796,"04/04/2016","07:00:00",95
2347167796,"04/04/2016","08:00:00",81
2347167796,"04/04/2016","09:00:00",74
2347167796,"04/04/2016","10:00:00",72
2347167796,"04/04/2016","11:00:00",69
2347167796,"04/04/2016","12:00:00",73
2347167796,"04/04/2016","13:00:00",83
2347167796,"04/04/2016","14:00:00",76
2347167796,"04/04/2016","15:00:00",71
2347167796,"04/04/2016","16:00:00",73
2347167796,"04/04/2016","17:00:00",73
2347167796,"04/04/2016","18:00:00",81
2347167796,"04/04/2016","19:00:00",77
2347167796,"04/04/2016","20:00:00",98
2347167796,"04/04/2016","21:00:00",101
2347167796,"04/04/2016","22:00:00",77
2347167796,"04/04/2016","23:00:00",75
2347167796,"05/04/2016","00:00:00",70
2347167796,"05/04/2016","01:00:00",64
2347167796,"05/04/2016","02:00:00",66
2347167796,"05/04/2016","03:00:00",66
