Id,ActivityDate,ActivityHour,Calories
2022484408,29/03/2016,10:00:00,544
4388161847,02/05/2016,18:00:00,538
8053475328,02/04/2016,12:00:00,536
1927972279,30/03/2016,13:00:00,535
6290855005,17/04/2016,09:00:00,534
5577150313,24/04/2016,15:00:00,531
6290855005,23/04/2016,09:00:00,525
6290855005,22/03/2016,09:00:00,525
6290855005,27/03/2016,09:00:00,525
5577150313,01/05/2016,10:00:00,525
1927972279,18/03/2016,13:00:00,524
5577150313,30/04/2016,11:00:00,521
8378563200,16/04/2016,15:00:00,519
8877689391,20/03/2016,16:00:00,519
7086361926,07/04/2016,17:00:00,519
8053475328,12/03/2016,18:00:00,518
5577150313,24/04/2016,11:00:00,516
5577150313,21/04/2016,06:00:00,512
1927972279,27/03/2016,13:00:00,511
2022484408,25/03/2016,09:00:00,511
1927972279,30/03/2016,14:00:00,511
5577150313,13/03/2016,08:00:00,508
5577150313,16/03/2016,19:00:00,508
8877689391,14/03/2016,20:00:00,508
8877689391,30/04/2016,15:00:00,507
1927972279,27/03/2016,12:00:00,506
8053475328,14/04/2016,19:00:00,506
2022484408,21/03/2016,10:00:00,505
7007744171,22/03/2016,08:00:00,502
1927972279,16/03/2016,14:00:00,501
8877689391,15/04/2016,19:00:00,499
5577150313,03/05/2016,10:00:00,497
7007744171,20/04/2016,08:00:00,495
8378563200,14/04/2016,12:00:00,493
8053475328,24/04/2016,14:00:00,493
8877689391,21/04/2016,15:00:00,489
5577150313,15/03/2016,14:00:00,489
5577150313,31/03/2016,07:00:00,489
2022484408,18/03/2016,09:00:00,489
5577150313,06/04/2016,06:00:00,488
8053475328,07/04/2016,19:00:00,488
8877689391,01/04/2016,19:00:00,488
8053475328,06/04/2016,19:00:00,488
2022484408,18/04/2016,09:00:00,487
5577150313,05/04/2016,06:00:00,486
2022484408,25/04/2016,09:00:00,485
8877689391,23/04/2016,12:00:00,484
5577150313,28/03/2016,06:00:00,483
8877689391,09/04/2016,16:00:00,482
2022484408,21/03/2016,17:00:00,481
2022484408,24/03/2016,18:00:00,478
2022484408,23/03/2016,09:00:00,478
4020332650,16/04/2016,02:00:00,477
2022484408,14/03/2016,09:00:00,476
8053475328,13/03/2016,21:00:00,475
6117666160,24/03/2016,12:00:00,474
8378563200,01/04/2016,08:00:00,473
8877689391,10/04/2016,10:00:00,471
8877689391,19/03/2016,13:00:00,470
1927972279,28/03/2016,11:00:00,469
5577150313,01/05/2016,11:00:00,468
1927972279,17/03/2016,10:00:00,467
7007744171,03/04/2016,09:00:00,467
2873212765,13/03/2016,08:00:00,467
8053475328,02/04/2016,16:00:00,466
5577150313,17/04/2016,07:00:00,465
5577150313,29/04/2016,20:00:00,464
4388161847,22/04/2016,06:00:00,463
8253242879,21/04/2016,11:00:00,462
8877689391,06/04/2016,18:00:00,462
8378563200,21/04/2016,12:00:00,462
1644430081,13/03/2016,14:00:00,461
2022484408,26/03/2016,09:00:00,458
8053475328,20/03/2016,19:00:00,458
1644430081,13/04/2016,19:00:00,457
5577150313,12/04/2016,06:00:00,456
5577150313,22/04/2016,06:00:00,456
8877689391,30/03/2016,18:00:00,456
1927972279,18/03/2016,14:00:00,455
2022484408,30/03/2016,09:00:00,454
6117666160,18/03/2016,18:00:00,454
6290855005,02/04/2016,12:00:00,453
8877689391,27/03/2016,17:00:00,452
8378563200,22/04/2016,08:00:00,451
2022484408,26/04/2016,10:00:00,450
1927972279,15/03/2016,12:00:00,448
5577150313,09/04/2016,07:00:00,448
5577150313,24/04/2016,17:00:00,448
8378563200,26/04/2016,08:00:00,447
4020332650,28/03/2016,17:00:00,443
6775888955,26/03/2016,07:00:00,442
7007744171,21/03/2016,08:00:00,442
2022484408,20/04/2016,09:00:00,442
8877689391,25/04/2016,19:00:00,441
2022484408,16/03/2016,09:00:00,440
8877689391,03/04/2016,15:00:00,440
8053475328,25/03/2016,12:00:00,440
4388161847,07/05/2016,12:00:00,439
5577150313,11/04/2016,06:00:00,436
8877689391,23/03/2016,17:00:00,435
5577150313,15/03/2016,05:00:00,435
5577150313,19/03/2016,06:00:00,434
5577150313,12/03/2016,10:00:00,434
5577150313,02/04/2016,07:00:00,433
8053475328,31/03/2016,14:00:00,433
5577150313,20/04/2016,08:00:00,433
5577150313,27/04/2016,06:00:00,430
8253242879,17/04/2016,10:00:00,430
8253242879,27/04/2016,11:00:00,429
2022484408,31/03/2016,10:00:00,428
2022484408,01/04/2016,09:00:00,428
5577150313,18/03/2016,06:00:00,427
2022484408,22/04/2016,09:00:00,427
7007744171,13/04/2016,08:00:00,426
5577150313,15/04/2016,06:00:00,426
8053475328,20/03/2016,14:00:00,425
8378563200,22/03/2016,08:00:00,425
8378563200,25/03/2016,08:00:00,425
8378563200,03/04/2016,11:00:00,425
5577150313,18/04/2016,09:00:00,425
8053475328,07/05/2016,16:00:00,424
2022484408,06/04/2016,09:00:00,424
5577150313,26/03/2016,11:00:00,424
7007744171,17/03/2016,23:00:00,424
8378563200,23/03/2016,08:00:00,424
5577150313,16/04/2016,13:00:00,424
7086361926,06/05/2016,17:00:00,421
8378563200,15/03/2016,12:00:00,421
8053475328,10/04/2016,12:00:00,421
8378563200,05/04/2016,08:00:00,420
8378563200,18/04/2016,12:00:00,420
8378563200,19/04/2016,12:00:00,419
5577150313,12/03/2016,06:00:00,418
8053475328,05/04/2016,18:00:00,418
4388161847,08/05/2016,13:00:00,418
8378563200,25/04/2016,12:00:00,417
5577150313,25/03/2016,19:00:00,416
2022484408,17/04/2016,09:00:00,416
5577150313,11/05/2016,06:00:00,415
8053475328,23/04/2016,14:00:00,415
8053475328,09/05/2016,14:00:00,415
7007744171,08/04/2016,08:00:00,415
8877689391,22/03/2016,17:00:00,415
5577150313,14/04/2016,06:00:00,415
5577150313,19/04/2016,20:00:00,414
8053475328,03/05/2016,14:00:00,414
2873212765,18/03/2016,16:00:00,414
5577150313,17/03/2016,06:00:00,414
1644430081,09/05/2016,19:00:00,414
5577150313,02/05/2016,06:00:00,413
8053475328,08/05/2016,19:00:00,413
4020332650,16/04/2016,01:00:00,413
4020332650,16/03/2016,20:00:00,412
5577150313,29/04/2016,06:00:00,412
8053475328,23/04/2016,19:00:00,411
2022484408,09/04/2016,07:00:00,411
8053475328,21/03/2016,20:00:00,411
2873212765,24/04/2016,08:00:00,411
5577150313,30/04/2016,19:00:00,410
5577150313,26/03/2016,10:00:00,410
8053475328,17/03/2016,18:00:00,410
8877689391,30/03/2016,19:00:00,410
5577150313,02/04/2016,10:00:00,410
8378563200,28/03/2016,08:00:00,409
5577150313,25/04/2016,06:00:00,409
7007744171,06/05/2016,06:00:00,408
8583815059,29/04/2016,08:00:00,408
5577150313,19/03/2016,20:00:00,408
8053475328,17/03/2016,15:00:00,408
8053475328,23/03/2016,19:00:00,408
8053475328,26/03/2016,14:00:00,408
8378563200,13/04/2016,08:00:00,408
1927972279,18/03/2016,16:00:00,407
2022484408,15/03/2016,10:00:00,407
5577150313,25/03/2016,06:00:00,407
2022484408,12/03/2016,08:00:00,407
2022484408,31/03/2016,09:00:00,406
8053475328,28/03/2016,14:00:00,406
5577150313,17/04/2016,13:00:00,406
8053475328,24/04/2016,18:00:00,405
8053475328,24/04/2016,21:00:00,405
8053475328,05/05/2016,21:00:00,405
8378563200,19/04/2016,08:00:00,405
8053475328,12/03/2016,14:00:00,405
7086361926,18/04/2016,17:00:00,405
5577150313,13/03/2016,13:00:00,404
6290855005,12/03/2016,10:00:00,404
7086361926,14/03/2016,17:00:00,404
7086361926,11/05/2016,17:00:00,404
8877689391,09/05/2016,17:00:00,403
8053475328,14/03/2016,14:00:00,403
8053475328,16/03/2016,14:00:00,403
8053475328,08/04/2016,20:00:00,403
8053475328,07/05/2016,19:00:00,403
8877689391,11/05/2016,12:00:00,402
1644430081,08/04/2016,19:00:00,402
7086361926,11/04/2016,17:00:00,402
8053475328,19/03/2016,20:00:00,402
8378563200,29/03/2016,08:00:00,402
1927972279,30/03/2016,15:00:00,402
7007744171,04/04/2016,08:00:00,401
8877689391,08/04/2016,17:00:00,401
8053475328,06/05/2016,14:00:00,401
8253242879,13/04/2016,12:00:00,400
2022484408,11/04/2016,09:00:00,400
4020332650,31/03/2016,12:00:00,400
4702921684,17/04/2016,14:00:00,400
5577150313,30/03/2016,06:00:00,399
8877689391,07/04/2016,20:00:00,399
4388161847,27/04/2016,18:00:00,399
7086361926,02/05/2016,17:00:00,398
8877689391,05/05/2016,10:00:00,398
8877689391,24/03/2016,16:00:00,398
2022484408,13/04/2016,09:00:00,398
2022484408,15/04/2016,09:00:00,397
5577150313,10/05/2016,06:00:00,397
5577150313,05/04/2016,19:00:00,397
8053475328,05/04/2016,13:00:00,397
8877689391,15/03/2016,12:00:00,397
8053475328,21/04/2016,22:00:00,397
8053475328,29/04/2016,14:00:00,396
1644430081,27/03/2016,14:00:00,396
5577150313,28/03/2016,19:00:00,396
8053475328,14/03/2016,20:00:00,396
8053475328,22/03/2016,14:00:00,396
5577150313,01/05/2016,19:00:00,396
8378563200,15/04/2016,08:00:00,395
8053475328,21/03/2016,14:00:00,395
8053475328,22/03/2016,19:00:00,395
8053475328,09/04/2016,14:00:00,395
4388161847,07/05/2016,16:00:00,395
5577150313,12/03/2016,09:00:00,394
5577150313,18/03/2016,19:00:00,394
7086361926,15/03/2016,17:00:00,394
8877689391,01/04/2016,12:00:00,394
4702921684,24/04/2016,13:00:00,394
8378563200,16/04/2016,14:00:00,393
7086361926,08/04/2016,17:00:00,393
8053475328,28/03/2016,19:00:00,393
4388161847,04/05/2016,17:00:00,393
8053475328,28/04/2016,19:00:00,392
6391747486,02/04/2016,12:00:00,392
8053475328,18/03/2016,18:00:00,392
8053475328,08/05/2016,14:00:00,392
8378563200,18/04/2016,08:00:00,391
2022484408,29/03/2016,09:00:00,391
7007744171,01/04/2016,08:00:00,391
4388161847,06/05/2016,05:00:00,391
5577150313,30/04/2016,10:00:00,390
7086361926,03/05/2016,17:00:00,390
8877689391,16/04/2016,13:00:00,390
2022484408,19/04/2016,16:00:00,390
7007744171,18/04/2016,08:00:00,389
8053475328,22/04/2016,20:00:00,389
5577150313,31/03/2016,15:00:00,389
5577150313,04/04/2016,06:00:00,389
7007744171,03/04/2016,08:00:00,389
2022484408,03/05/2016,10:00:00,389
8053475328,17/04/2016,19:00:00,388
8053475328,12/05/2016,14:00:00,388
5577150313,12/03/2016,13:00:00,388
5577150313,14/03/2016,13:00:00,388
8053475328,04/04/2016,13:00:00,388
5577150313,27/04/2016,19:00:00,388
6775888955,20/03/2016,19:00:00,387
4558609924,08/05/2016,13:00:00,387
8053475328,18/04/2016,19:00:00,386
8053475328,25/04/2016,19:00:00,386
8378563200,26/04/2016,12:00:00,386
6117666160,25/03/2016,12:00:00,386
1644430081,30/03/2016,19:00:00,386
5577150313,31/03/2016,14:00:00,385
7086361926,22/04/2016,17:00:00,385
7086361926,05/05/2016,13:00:00,384
8053475328,16/04/2016,13:00:00,384
8877689391,28/04/2016,12:00:00,384
2022484408,08/04/2016,09:00:00,384
8053475328,15/03/2016,13:00:00,384
1644430081,18/04/2016,19:00:00,384
7007744171,22/04/2016,08:00:00,383
7086361926,19/04/2016,17:00:00,383
8053475328,05/05/2016,19:00:00,383
6290855005,01/05/2016,21:00:00,383
8053475328,19/04/2016,19:00:00,382
8877689391,22/04/2016,19:00:00,382
5577150313,28/04/2016,06:00:00,382
8053475328,27/04/2016,19:00:00,381
8053475328,10/05/2016,17:00:00,381
5577150313,06/04/2016,14:00:00,381
6775888955,05/04/2016,17:00:00,381
8053475328,05/04/2016,19:00:00,381
5577150313,15/04/2016,19:00:00,381
8053475328,20/04/2016,14:00:00,380
1644430081,03/04/2016,14:00:00,380
1927972279,27/03/2016,14:00:00,380
7007744171,06/04/2016,08:00:00,380
8877689391,16/03/2016,19:00:00,380
7086361926,25/04/2016,17:00:00,380
8053475328,06/05/2016,19:00:00,379
6290855005,22/03/2016,10:00:00,379
8378563200,04/04/2016,12:00:00,379
8053475328,23/04/2016,22:00:00,379
8877689391,13/04/2016,12:00:00,378
1644430081,06/04/2016,19:00:00,378
2347167796,20/03/2016,08:00:00,378
8053475328,12/04/2016,14:00:00,378
8053475328,28/04/2016,22:00:00,377
1927972279,22/03/2016,11:00:00,377
7007744171,19/04/2016,08:00:00,377
7086361926,28/04/2016,17:00:00,376
8053475328,09/05/2016,18:00:00,376
8877689391,06/05/2016,16:00:00,376
2022484408,07/04/2016,09:00:00,376
1624580081,01/05/2016,09:00:00,375
4388161847,18/04/2016,16:00:00,374
5577150313,01/05/2016,09:00:00,374
8053475328,26/04/2016,18:00:00,374
8378563200,01/05/2016,16:00:00,374
5577150313,17/03/2016,15:00:00,374
5577150313,23/03/2016,16:00:00,373
6775888955,28/03/2016,13:00:00,373
7007744171,25/03/2016,08:00:00,373
5577150313,29/04/2016,19:00:00,373
7086361926,13/04/2016,17:00:00,372
8053475328,20/04/2016,22:00:00,372
8053475328,21/04/2016,19:00:00,372
6775888955,28/03/2016,12:00:00,372
5577150313,16/04/2016,07:00:00,372
5577150313,01/05/2016,18:00:00,371
5577150313,07/04/2016,06:00:00,371
5577150313,24/04/2016,10:00:00,371
7086361926,29/04/2016,17:00:00,370
8053475328,22/04/2016,13:00:00,370
8053475328,04/05/2016,14:00:00,370
1644430081,03/04/2016,13:00:00,370
5577150313,26/03/2016,09:00:00,370
6775888955,05/04/2016,18:00:00,370
1624580081,01/05/2016,08:00:00,370
2022484408,12/04/2016,10:00:00,369
7086361926,09/05/2016,13:00:00,369
8053475328,30/04/2016,15:00:00,369
1644430081,02/04/2016,21:00:00,369
5577150313,01/04/2016,06:00:00,369
8053475328,20/03/2016,20:00:00,369
8053475328,23/04/2016,13:00:00,369
8877689391,18/03/2016,18:00:00,369
2022484408,11/05/2016,11:00:00,368
8053475328,18/04/2016,13:00:00,368
8877689391,25/04/2016,12:00:00,367
4388161847,30/04/2016,11:00:00,367
4388161847,08/05/2016,20:00:00,367
7007744171,17/03/2016,21:00:00,366
7007744171,20/03/2016,09:00:00,366
8378563200,01/04/2016,11:00:00,366
1644430081,16/04/2016,16:00:00,366
7007744171,27/04/2016,08:00:00,366
7007744171,20/03/2016,08:00:00,364
5577150313,09/04/2016,16:00:00,363
2022484408,10/05/2016,10:00:00,363
4388161847,08/05/2016,10:00:00,362
7007744171,21/04/2016,08:00:00,361
8053475328,26/04/2016,13:00:00,361
4445114986,17/03/2016,19:00:00,361
7086361926,24/03/2016,14:00:00,361
4020332650,28/03/2016,18:00:00,361
7086361926,15/03/2016,18:00:00,361
7086361926,04/04/2016,17:00:00,360
5577150313,19/04/2016,07:00:00,360
5577150313,05/04/2016,10:00:00,360
7086361926,10/05/2016,13:00:00,359
8877689391,18/04/2016,12:00:00,359
8378563200,18/03/2016,17:00:00,358
8877689391,23/03/2016,19:00:00,358
7007744171,02/05/2016,08:00:00,358
8053475328,03/05/2016,17:00:00,358
1927972279,17/03/2016,12:00:00,357
1927972279,31/03/2016,13:00:00,357
4445114986,11/05/2016,13:00:00,357
7086361926,09/05/2016,17:00:00,357
8053475328,11/05/2016,18:00:00,356
8378563200,31/03/2016,08:00:00,356
5577150313,17/04/2016,11:00:00,356
7086361926,14/04/2016,18:00:00,356
8053475328,04/05/2016,19:00:00,355
8253242879,24/04/2016,11:00:00,355
5577150313,14/04/2016,11:00:00,355
8053475328,18/04/2016,22:00:00,355
7086361926,06/05/2016,13:00:00,354
8053475328,15/04/2016,18:00:00,354
8877689391,12/04/2016,18:00:00,353
8378563200,23/04/2016,14:00:00,353
4388161847,14/04/2016,17:00:00,353
6775888955,16/04/2016,18:00:00,352
2022484408,07/04/2016,10:00:00,351
7007744171,24/03/2016,09:00:00,350
2022484408,21/04/2016,16:00:00,350
6962181067,23/04/2016,09:00:00,350
6775888955,01/04/2016,22:00:00,349
8053475328,05/05/2016,14:00:00,349
2022484408,20/03/2016,15:00:00,349
5577150313,12/03/2016,11:00:00,348
8378563200,31/03/2016,12:00:00,348
5577150313,15/04/2016,20:00:00,348
2022484408,04/04/2016,11:00:00,348
8053475328,25/03/2016,11:00:00,347
4020332650,05/05/2016,16:00:00,347
4388161847,18/04/2016,17:00:00,347
1644430081,17/04/2016,14:00:00,346
7007744171,17/03/2016,09:00:00,346
8877689391,21/03/2016,12:00:00,345
7086361926,19/04/2016,18:00:00,345
7086361926,22/04/2016,18:00:00,345
8877689391,13/04/2016,17:00:00,344
7086361926,01/04/2016,13:00:00,344
8053475328,03/04/2016,21:00:00,344
2873212765,07/05/2016,08:00:00,344
8053475328,24/04/2016,15:00:00,344
4445114986,03/05/2016,18:00:00,343
8053475328,21/04/2016,14:00:00,343
5577150313,16/03/2016,14:00:00,342
5577150313,09/04/2016,08:00:00,342
8053475328,18/03/2016,13:00:00,342
7086361926,25/04/2016,18:00:00,342
7086361926,26/04/2016,17:00:00,342
8053475328,03/05/2016,19:00:00,341
1644430081,02/04/2016,17:00:00,341
1927972279,28/03/2016,14:00:00,341
5577150313,13/03/2016,12:00:00,341
4702921684,08/05/2016,12:00:00,341
4388161847,06/05/2016,20:00:00,341
8053475328,10/05/2016,13:00:00,340
7007744171,23/03/2016,08:00:00,339
4445114986,27/04/2016,18:00:00,339
8053475328,14/04/2016,18:00:00,339
8378563200,18/03/2016,15:00:00,338
2022484408,16/04/2016,09:00:00,338
1927972279,28/03/2016,20:00:00,338
2873212765,09/04/2016,07:00:00,337
8378563200,30/03/2016,09:00:00,337
8877689391,02/04/2016,15:00:00,337
1624580081,01/05/2016,07:00:00,337
5577150313,21/04/2016,15:00:00,337
8583815059,29/04/2016,15:00:00,336
2347167796,02/04/2016,10:00:00,336
5577150313,12/03/2016,14:00:00,336
4702921684,24/04/2016,12:00:00,336
5577150313,16/04/2016,10:00:00,336
5577150313,24/04/2016,16:00:00,335
5577150313,01/05/2016,08:00:00,335
7086361926,26/04/2016,18:00:00,335
5577150313,24/03/2016,06:00:00,335
2347167796,16/04/2016,08:00:00,335
5577150313,21/04/2016,11:00:00,335
8378563200,26/04/2016,11:00:00,334
1644430081,09/04/2016,19:00:00,334
4702921684,13/03/2016,13:00:00,334
6775888955,28/03/2016,11:00:00,334
4445114986,21/03/2016,20:00:00,334
5577150313,29/03/2016,06:00:00,334
6290855005,28/03/2016,12:00:00,333
8877689391,10/04/2016,15:00:00,333
5577150313,30/04/2016,13:00:00,333
7086361926,20/04/2016,13:00:00,333
6775888955,20/03/2016,20:00:00,332
6962181067,31/03/2016,11:00:00,332
5577150313,28/04/2016,19:00:00,332
8053475328,25/03/2016,20:00:00,332
8378563200,04/04/2016,18:00:00,331
8877689391,12/03/2016,15:00:00,331
4388161847,07/05/2016,09:00:00,331
5577150313,10/05/2016,14:00:00,331
8378563200,13/04/2016,12:00:00,330
4057192912,08/04/2016,14:00:00,330
5577150313,05/04/2016,16:00:00,330
7007744171,24/03/2016,08:00:00,330
8053475328,29/03/2016,14:00:00,330
1644430081,26/04/2016,21:00:00,330
2347167796,16/04/2016,09:00:00,330
4445114986,02/05/2016,18:00:00,329
8583815059,21/04/2016,15:00:00,329
2022484408,05/04/2016,10:00:00,329
6775888955,18/03/2016,13:00:00,329
7086361926,19/04/2016,13:00:00,329
8053475328,19/04/2016,22:00:00,329
7007744171,05/04/2016,07:00:00,328
6775888955,20/04/2016,11:00:00,328
7007744171,05/05/2016,08:00:00,328
8877689391,29/03/2016,11:00:00,327
2022484408,05/05/2016,10:00:00,327
7086361926,02/05/2016,18:00:00,327
8053475328,17/04/2016,22:00:00,326
2022484408,23/03/2016,18:00:00,326
8378563200,05/04/2016,12:00:00,326
7007744171,29/04/2016,08:00:00,326
8583815059,26/04/2016,15:00:00,326
7007744171,17/03/2016,22:00:00,325
7007744171,07/04/2016,08:00:00,325
7007744171,07/04/2016,09:00:00,325
7086361926,18/04/2016,18:00:00,325
8053475328,20/04/2016,19:00:00,325
1644430081,12/03/2016,18:00:00,324
1644430081,28/03/2016,19:00:00,324
1927972279,27/03/2016,17:00:00,324
4020332650,04/04/2016,17:00:00,324
7007744171,18/03/2016,08:00:00,324
7086361926,25/03/2016,00:00:00,324
8877689391,30/03/2016,11:00:00,324
1644430081,30/04/2016,18:00:00,324
6775888955,07/04/2016,09:00:00,324
8053475328,20/03/2016,15:00:00,323
8053475328,07/04/2016,13:00:00,323
5577150313,10/05/2016,19:00:00,323
6775888955,26/04/2016,06:00:00,323
8378563200,15/04/2016,11:00:00,322
8053475328,16/03/2016,19:00:00,322
8053475328,17/03/2016,14:00:00,322
4388161847,22/04/2016,18:00:00,322
8053475328,19/04/2016,16:00:00,322
8877689391,14/04/2016,17:00:00,321
8877689391,12/05/2016,12:00:00,321
4702921684,12/03/2016,11:00:00,321
5577150313,23/03/2016,12:00:00,321
6775888955,27/03/2016,10:00:00,321
8877689391,04/04/2016,12:00:00,321
6775888955,18/04/2016,11:00:00,321
8053475328,25/04/2016,21:00:00,321
8253242879,12/04/2016,10:00:00,320
8583815059,11/05/2016,14:00:00,320
1644430081,15/03/2016,19:00:00,320
5577150313,01/04/2016,11:00:00,320
7007744171,05/04/2016,08:00:00,320
1644430081,03/05/2016,20:00:00,320
5577150313,06/05/2016,07:00:00,320
8877689391,19/04/2016,12:00:00,319
4445114986,06/04/2016,17:00:00,319
5577150313,28/03/2016,20:00:00,319
8053475328,13/03/2016,19:00:00,319
1503960366,27/04/2016,19:00:00,319
2022484408,29/04/2016,09:00:00,319
6775888955,20/04/2016,16:00:00,318
8053475328,01/04/2016,19:00:00,318
4388161847,22/04/2016,08:00:00,318
7007744171,14/04/2016,08:00:00,318
4702921684,13/03/2016,14:00:00,317
7086361926,05/04/2016,17:00:00,317
2873212765,23/04/2016,08:00:00,317
4020332650,05/05/2016,18:00:00,317
6962181067,16/04/2016,09:00:00,316
6962181067,21/04/2016,12:00:00,316
1927972279,28/03/2016,13:00:00,316
6962181067,22/03/2016,20:00:00,316
4020332650,05/05/2016,22:00:00,316
4445114986,26/04/2016,19:00:00,316
4020332650,04/05/2016,20:00:00,315
4388161847,23/04/2016,13:00:00,315
5577150313,19/04/2016,14:00:00,314
5577150313,13/03/2016,17:00:00,314
7007744171,30/03/2016,08:00:00,314
8877689391,18/03/2016,12:00:00,314
8877689391,31/03/2016,12:00:00,314
1644430081,03/05/2016,21:00:00,314
4388161847,30/04/2016,12:00:00,314
7007744171,25/04/2016,08:00:00,313
8053475328,07/05/2016,14:00:00,313
5577150313,29/03/2016,11:00:00,313
6962181067,04/04/2016,19:00:00,313
7086361926,08/04/2016,13:00:00,313
2022484408,02/05/2016,14:00:00,313
5577150313,28/04/2016,11:00:00,313
8583815059,10/05/2016,12:00:00,312
1644430081,02/04/2016,14:00:00,312
4020332650,10/04/2016,10:00:00,312
5577150313,10/04/2016,20:00:00,312
8053475328,12/03/2016,17:00:00,312
1503960366,22/04/2016,21:00:00,312
2022484408,04/05/2016,14:00:00,312
8877689391,27/04/2016,17:00:00,311
6290855005,20/03/2016,09:00:00,311
6775888955,07/04/2016,14:00:00,311
7086361926,07/04/2016,13:00:00,311
8053475328,01/04/2016,14:00:00,311
4388161847,03/05/2016,05:00:00,311
6962181067,10/05/2016,10:00:00,311
8877689391,11/05/2016,16:00:00,310
2022484408,22/03/2016,10:00:00,310
4020332650,08/04/2016,17:00:00,310
6962181067,29/03/2016,12:00:00,310
7086361926,16/03/2016,13:00:00,310
4388161847,25/04/2016,20:00:00,310
7086361926,15/04/2016,13:00:00,310
8253242879,23/04/2016,11:00:00,309
8877689391,16/04/2016,23:00:00,309
