"Id","Date","StepTotal","Calories","MinutesVeryActive","MinutesFairlyActive","MinutesLightlyActive","MinutesSedentary","MinutesLowMETs","MinutesLightMETs","MinutesModerateMETs","MinutesVigorousMETS","avgHeartRate","MinutesLevel1","MinutesLevel2","MinutesLevel3","Date_as_date","Weekday"
1503960366,"09/05/2016",12022,1844,46,11,206,1177,1177,103,106,54,NA,338,4,0,2016-05-09,"Mon"
1503960366,"10/04/2016",10057,1760,44,13,168,1215,1215,98,76,51,NA,455,21,2,2016-04-10,"Sun"
1503960366,"10/05/2016",12207,1885,46,31,214,1149,1149,124,113,54,NA,383,19,1,2016-05-10,"Tue"
1503960366,"11/04/2016",10990,1812,26,14,216,1184,1184,110,98,48,NA,310,16,3,2016-04-11,"Mon"
1503960366,"11/05/2016",11890,1745,36,23,239,962,962,152,93,53,NA,285,21,0,2016-05-11,"Wed"
1503960366,"12/03/2016",19675,2238,94,24,266,1056,1056,135,141,108,NA,NA,NA,NA,2016-03-12,"Sat"
1503960366,"12/04/2016",13158,2015,25,13,328,1074,1074,185,133,48,NA,327,13,6,2016-04-12,"Tue"
1503960366,"13/03/2016",17106,2109,105,13,216,1106,1106,125,104,105,NA,411,15,0,2016-03-13,"Sun"
1503960366,"13/04/2016",10735,1825,21,19,217,1183,1183,109,104,44,NA,384,11,12,2016-04-13,"Wed"
1503960366,"14/03/2016",10023,1838,33,5,260,1142,1142,150,106,42,NA,354,27,5,2016-03-14,"Mon"
1503960366,"14/04/2016",10460,1800,30,11,181,1218,1218,99,70,53,NA,NA,NA,NA,2016-04-14,"Thu"
1503960366,"15/03/2016",15384,2116,37,18,348,1037,1037,190,157,56,NA,312,16,7,2016-03-15,"Tue"
1503960366,"15/04/2016",9685,1769,29,34,209,1168,1168,131,107,34,NA,412,22,8,2016-04-15,"Fri"
1503960366,"16/03/2016",13498,1973,44,28,246,1122,1122,133,120,65,NA,333,28,5,2016-03-16,"Wed"
1503960366,"16/04/2016",12669,1893,36,10,221,1173,1173,102,103,62,NA,372,20,8,2016-04-16,"Sat"
1503960366,"17/03/2016",14027,2045,30,17,311,1082,1082,171,130,57,NA,402,34,1,2016-03-17,"Thu"
1503960366,"17/04/2016",9705,1761,38,20,164,1218,1218,94,84,44,NA,668,11,0,2016-04-17,"Sun"
1503960366,"18/03/2016",14544,2008,52,22,214,1152,1152,109,105,74,NA,379,26,6,2016-03-18,"Fri"
1503960366,"18/04/2016",13019,1945,42,16,233,1149,1149,128,97,66,NA,NA,NA,NA,2016-04-18,"Mon"
1503960366,"19/03/2016",15424,2063,61,25,240,1114,1114,126,122,78,NA,447,20,1,2016-03-19,"Sat"
1503960366,"19/04/2016",15506,2058,50,31,264,1095,1095,143,132,70,NA,304,16,0,2016-04-19,"Tue"
1503960366,"20/03/2016",15128,2104,33,1,360,1046,1046,180,148,66,NA,469,7,0,2016-03-20,"Sun"
1503960366,"20/04/2016",10544,1812,28,12,205,1195,1195,97,104,44,NA,360,14,3,2016-04-20,"Wed"
1503960366,"21/03/2016",10020,1851,10,6,302,1122,1122,177,109,32,NA,390,30,7,2016-03-21,"Mon"
1503960366,"21/04/2016",9819,1803,19,8,211,1202,1202,115,78,45,NA,325,36,3,2016-04-21,"Thu"
1503960366,"22/03/2016",15136,2014,47,7,239,1147,1147,116,100,77,NA,NA,NA,NA,2016-03-22,"Tue"
1503960366,"22/04/2016",12764,1849,66,27,130,1217,1217,68,79,76,NA,NA,NA,NA,2016-04-22,"Fri"
1503960366,"23/03/2016",13532,1970,48,13,253,1126,1126,148,94,72,NA,281,13,3,2016-03-23,"Wed"
1503960366,"23/04/2016",14371,1974,41,21,262,1116,1116,136,118,70,NA,361,22,1,2016-04-23,"Sat"
1503960366,"24/03/2016",13188,1996,55,15,266,1104,1104,182,84,70,NA,303,37,4,2016-03-24,"Thu"
1503960366,"24/04/2016",10039,1817,39,5,238,1158,1158,154,81,47,NA,430,19,0,2016-04-24,"Sun"
1503960366,"25/03/2016",11004,1825,33,12,205,1190,1190,101,101,48,NA,351,32,3,2016-03-25,"Fri"
1503960366,"25/04/2016",15355,2034,73,14,216,1137,1137,111,104,88,NA,277,40,6,2016-04-25,"Mon"
1503960366,"26/03/2016",17609,2161,89,17,274,1060,1060,162,117,101,NA,437,31,4,2016-03-26,"Sat"
1503960366,"26/04/2016",13755,1999,31,23,279,1107,1107,145,133,55,NA,245,26,3,2016-04-26,"Tue"
1503960366,"27/03/2016",12736,1946,56,5,268,1111,1111,151,118,60,NA,483,19,4,2016-03-27,"Sun"
1503960366,"27/04/2016",18125,2183,78,11,243,1108,1108,137,85,110,NA,NA,NA,NA,2016-04-27,"Wed"
1503960366,"28/03/2016",13231,1931,39,20,224,1157,1157,116,101,66,NA,73,4,0,2016-03-28,"Mon"
1503960366,"28/04/2016",13091,1928,48,28,189,1175,1175,109,85,71,NA,366,26,1,2016-04-28,"Thu"
1503960366,"29/03/2016",12041,1890,28,28,243,1141,1141,137,115,47,NA,349,25,4,2016-03-29,"Tue"
1503960366,"29/04/2016",11181,1864,16,12,243,1169,1169,119,105,47,NA,341,13,0,2016-04-29,"Fri"
1503960366,"30/03/2016",10970,1820,30,13,223,1174,1174,113,103,50,NA,NA,NA,NA,2016-03-30,"Wed"
1503960366,"30/04/2016",14673,1974,52,34,217,1137,1137,118,115,70,NA,404,20,1,2016-04-30,"Sat"
1503960366,"31/03/2016",12196,1892,33,12,239,1156,1156,133,92,59,NA,308,27,1,2016-03-31,"Thu"
1624580081,"01/04/2016",9191,1548,0,0,221,1219,1219,138,82,1,NA,NA,NA,NA,2016-04-01,"Fri"
1624580081,"01/05/2016",36019,2716,186,63,171,1020,1020,135,99,186,NA,NA,NA,NA,2016-05-01,"Sun"
1624580081,"02/04/2016",1556,1333,0,0,88,1352,1352,64,24,0,NA,NA,NA,NA,2016-04-02,"Sat"
1624580081,"02/05/2016",7155,1521,7,6,166,1261,1261,133,39,7,NA,NA,NA,NA,2016-05-02,"Mon"
1624580081,"03/04/2016",2910,1455,0,0,157,1283,1283,109,42,6,NA,NA,NA,NA,2016-04-03,"Sun"
1624580081,"03/05/2016",2100,1350,0,0,96,1344,1344,77,19,0,NA,NA,NA,NA,2016-05-03,"Tue"
1624580081,"04/04/2016",18464,1579,0,0,270,1170,1170,230,40,0,NA,NA,NA,NA,2016-04-04,"Mon"
1624580081,"04/05/2016",2193,1388,0,0,118,1322,1322,96,22,0,NA,NA,NA,NA,2016-05-04,"Wed"
1624580081,"05/04/2016",1335,1314,0,0,74,1366,1366,53,21,0,NA,NA,NA,NA,2016-04-05,"Tue"
1624580081,"05/05/2016",2470,1389,0,0,117,1323,1323,92,24,1,NA,NA,NA,NA,2016-05-05,"Thu"
1624580081,"06/04/2016",1004,1281,0,0,55,1385,1385,43,12,0,NA,NA,NA,NA,2016-04-06,"Wed"
1624580081,"06/05/2016",1727,1356,0,0,102,1338,1338,84,18,0,NA,NA,NA,NA,2016-05-06,"Fri"
1624580081,"07/04/2016",1111,1283,0,0,54,1386,1386,37,17,0,NA,NA,NA,NA,2016-04-07,"Thu"
1624580081,"07/05/2016",2104,1489,0,0,182,1258,1258,145,32,5,NA,NA,NA,NA,2016-05-07,"Sat"
1624580081,"08/04/2016",6309,1411,0,0,143,1297,1297,104,39,0,NA,NA,NA,NA,2016-04-08,"Fri"
1624580081,"08/05/2016",3427,1446,0,0,152,1288,1288,104,48,0,NA,NA,NA,NA,2016-05-08,"Sun"
1624580081,"09/04/2016",3572,1376,0,0,122,1318,1318,101,21,0,NA,NA,NA,NA,2016-04-09,"Sat"
1624580081,"09/05/2016",1732,1344,0,0,91,1349,1349,68,23,0,NA,NA,NA,NA,2016-05-09,"Mon"
1624580081,"10/04/2016",3910,1555,7,7,186,1240,1240,137,49,14,NA,NA,NA,NA,2016-04-10,"Sun"
1624580081,"10/05/2016",2969,1410,0,0,139,1301,1301,113,26,0,NA,NA,NA,NA,2016-05-10,"Tue"
1624580081,"11/04/2016",10000,1470,0,0,172,1268,1268,132,36,4,NA,NA,NA,NA,2016-04-11,"Mon"
1624580081,"11/05/2016",3134,1379,0,0,112,1328,1328,88,24,0,NA,NA,NA,NA,2016-05-11,"Wed"
1624580081,"12/03/2016",2095,1364,0,0,107,1333,1333,77,28,2,NA,NA,NA,NA,2016-03-12,"Sat"
1624580081,"12/04/2016",8163,1457,0,0,146,1294,1294,93,51,2,NA,NA,NA,NA,2016-04-12,"Tue"
1624580081,"12/05/2016",2739,969,0,0,99,861,861,62,37,0,NA,NA,NA,NA,2016-05-12,"Thu"
1624580081,"13/03/2016",1305,1291,0,0,59,1381,1381,45,14,0,NA,NA,NA,NA,2016-03-13,"Sun"
1624580081,"13/04/2016",7007,1436,0,0,148,1292,1292,120,27,1,NA,NA,NA,NA,2016-04-13,"Wed"
1624580081,"14/03/2016",2553,1357,0,0,99,1341,1341,65,33,1,NA,NA,NA,NA,2016-03-14,"Mon"
1624580081,"14/04/2016",9107,1599,0,0,236,1204,1204,172,57,7,NA,NA,NA,NA,2016-04-14,"Thu"
1624580081,"15/03/2016",10003,1471,0,0,169,1271,1271,110,57,2,NA,NA,NA,NA,2016-03-15,"Tue"
1624580081,"15/04/2016",1490,1370,0,0,96,1344,1344,72,22,2,NA,NA,NA,NA,2016-04-15,"Fri"
1624580081,"16/03/2016",9914,1626,6,5,243,1186,1186,189,53,12,NA,NA,NA,NA,2016-03-16,"Wed"
1624580081,"16/04/2016",5370,1490,0,0,176,1264,1264,139,35,2,NA,NA,NA,NA,2016-04-16,"Sat"
1624580081,"17/03/2016",16111,1755,16,16,263,1145,1145,185,91,19,NA,NA,NA,NA,2016-03-17,"Thu"
1624580081,"17/04/2016",6150,1579,15,22,127,1276,1276,94,51,19,NA,NA,NA,NA,2016-04-17,"Sun"
1624580081,"18/03/2016",3196,1413,0,0,146,1294,1294,118,28,0,NA,NA,NA,NA,2016-03-18,"Fri"
1624580081,"18/04/2016",10536,1628,17,7,202,1214,1214,155,53,18,NA,NA,NA,NA,2016-04-18,"Mon"
1624580081,"19/03/2016",2064,1373,0,0,119,1321,1321,94,25,0,NA,NA,NA,NA,2016-03-19,"Sat"
1624580081,"19/04/2016",2916,1462,0,0,141,1299,1299,92,43,6,NA,NA,NA,NA,2016-04-19,"Tue"
1624580081,"20/03/2016",4994,1393,0,0,122,1318,1318,80,42,0,NA,NA,NA,NA,2016-03-20,"Sun"
1624580081,"20/04/2016",4974,1472,0,0,151,1289,1289,110,38,3,NA,NA,NA,NA,2016-04-20,"Wed"
1624580081,"21/03/2016",2139,1347,0,0,99,1341,1341,70,29,0,NA,NA,NA,NA,2016-03-21,"Mon"
1624580081,"21/04/2016",6349,1492,0,0,186,1254,1254,157,28,1,NA,NA,NA,NA,2016-04-21,"Thu"
1624580081,"22/03/2016",3897,1375,0,0,96,1344,1344,57,34,5,NA,NA,NA,NA,2016-03-22,"Tue"
1624580081,"22/04/2016",4002,1495,0,0,199,1241,1241,177,21,1,NA,NA,NA,NA,2016-04-22,"Fri"
1624580081,"23/03/2016",4341,1512,12,7,155,1266,1266,117,42,15,NA,NA,NA,NA,2016-03-23,"Wed"
1624580081,"23/04/2016",8538,1585,0,0,227,1213,1213,144,81,2,NA,NA,NA,NA,2016-04-23,"Sat"
1624580081,"24/03/2016",1524,1341,0,0,88,1352,1352,61,27,0,NA,NA,NA,NA,2016-03-24,"Thu"
1624580081,"24/04/2016",6076,1642,16,18,185,1221,1221,141,59,19,NA,NA,NA,NA,2016-04-24,"Sun"
1624580081,"25/03/2016",1750,1377,0,0,121,1319,1319,96,25,0,NA,NA,NA,NA,2016-03-25,"Fri"
1624580081,"25/04/2016",6487,1517,0,0,202,1238,1238,155,47,0,NA,NA,NA,NA,2016-04-25,"Mon"
1624580081,"26/03/2016",815,1269,0,0,47,1393,1393,37,10,0,NA,NA,NA,NA,2016-03-26,"Sat"
1624580081,"26/04/2016",2826,1426,0,0,140,1300,1300,101,39,0,NA,NA,NA,NA,2016-04-26,"Tue"
1624580081,"27/03/2016",1985,1355,0,0,112,1328,1328,92,20,0,NA,NA,NA,NA,2016-03-27,"Sun"
1624580081,"27/04/2016",8367,1696,17,36,154,1233,1233,106,69,32,NA,NA,NA,NA,2016-04-27,"Wed"
1624580081,"28/03/2016",1905,1346,0,0,95,1345,1345,63,32,0,NA,NA,NA,NA,2016-03-28,"Mon"
1624580081,"28/04/2016",2759,1428,0,5,115,1320,1320,81,34,5,NA,NA,NA,NA,2016-04-28,"Thu"
1624580081,"29/03/2016",1544,1307,0,0,66,1374,1374,47,19,0,NA,NA,NA,NA,2016-03-29,"Tue"
1624580081,"29/04/2016",2390,1430,0,0,150,1290,1290,129,21,0,NA,NA,NA,NA,2016-04-29,"Fri"
1624580081,"30/03/2016",1675,1319,0,0,84,1356,1356,69,15,0,NA,NA,NA,NA,2016-03-30,"Wed"
1624580081,"30/04/2016",6474,1680,11,23,224,1182,1182,181,61,16,NA,NA,NA,NA,2016-04-30,"Sat"
1624580081,"31/03/2016",4506,1499,7,4,144,1285,1285,95,45,15,NA,NA,NA,NA,2016-03-31,"Thu"
1644430081,"01/04/2016",9969,3319,0,16,586,838,838,549,48,5,NA,NA,NA,NA,2016-04-01,"Fri"
1644430081,"01/05/2016",6132,2699,3,24,146,1267,1267,58,105,10,NA,194,36,129,2016-05-01,"Sun"
1644430081,"02/04/2016",4215,4028,34,141,347,918,918,191,293,38,NA,NA,NA,NA,2016-04-02,"Sat"
1644430081,"02/05/2016",3728,2544,1,7,125,1307,1307,78,44,11,NA,602,0,0,2016-05-02,"Mon"
1644430081,"03/04/2016",20416,3434,59,16,283,1082,1082,215,66,77,NA,NA,NA,NA,2016-04-03,"Sun"
1644430081,"03/05/2016",12789,3337,10,94,218,1118,1118,95,213,14,NA,NA,NA,NA,2016-05-03,"Tue"
1644430081,"04/04/2016",13354,2442,4,4,87,1345,1345,52,34,9,NA,NA,NA,NA,2016-04-04,"Mon"
1644430081,"04/05/2016",2309,2228,0,0,52,1388,1388,23,23,6,NA,NA,NA,NA,2016-05-04,"Wed"
1644430081,"05/04/2016",3390,3094,5,35,219,1181,1181,93,146,20,NA,NA,NA,NA,2016-04-05,"Tue"
1644430081,"05/05/2016",4363,2469,6,12,81,1341,1341,41,44,14,NA,NA,NA,NA,2016-05-05,"Thu"
1644430081,"06/04/2016",9611,2924,18,41,137,1244,1244,81,94,21,NA,NA,NA,NA,2016-04-06,"Wed"
1644430081,"06/05/2016",9758,3406,9,8,381,1042,1042,266,99,33,NA,NA,NA,NA,2016-05-06,"Fri"
1644430081,"07/04/2016",8246,3200,3,58,230,1149,1149,98,177,16,NA,NA,NA,NA,2016-04-07,"Thu"
1644430081,"07/05/2016",13372,3419,41,17,243,1139,1139,115,126,60,NA,NA,NA,NA,2016-05-07,"Sat"
1644430081,"08/04/2016",11661,2924,7,43,161,1229,1229,104,95,12,NA,NA,NA,NA,2016-04-08,"Fri"
1644430081,"08/05/2016",6724,3010,0,0,295,1145,1145,182,103,10,NA,137,14,3,2016-05-08,"Sun"
1644430081,"09/04/2016",6175,3287,18,81,192,1149,1149,68,194,29,NA,NA,NA,NA,2016-04-09,"Sat"
1644430081,"09/05/2016",6643,3027,32,6,303,1099,1099,269,33,39,NA,NA,NA,NA,2016-05-09,"Mon"
1644430081,"10/04/2016",578,487,0,0,35,205,205,18,12,5,NA,NA,NA,NA,2016-04-10,"Sun"
1644430081,"10/05/2016",9167,2806,12,19,155,1254,1254,48,116,22,NA,NA,NA,NA,2016-05-10,"Tue"
1644430081,"11/05/2016",989,1185,0,0,40,680,680,26,11,3,NA,NA,NA,NA,2016-05-11,"Wed"
1644430081,"12/03/2016",6921,3755,28,103,332,977,977,188,238,37,NA,NA,NA,NA,2016-03-12,"Sat"
1644430081,"12/04/2016",10694,3224,2,51,256,1131,1131,124,176,9,NA,NA,NA,NA,2016-04-12,"Tue"
1644430081,"13/03/2016",16851,2834,39,3,149,1249,1249,112,23,56,NA,NA,NA,NA,2016-03-13,"Sun"
1644430081,"13/04/2016",8001,2923,30,16,135,1259,1259,81,60,40,NA,NA,NA,NA,2016-04-13,"Wed"
1644430081,"14/03/2016",8790,2584,0,0,134,1306,1306,70,58,6,NA,NA,NA,NA,2016-03-14,"Mon"
1644430081,"14/04/2016",11037,3248,5,58,252,1125,1125,126,175,14,NA,NA,NA,NA,2016-04-14,"Thu"
1644430081,"15/03/2016",3685,3248,6,60,236,1138,1138,95,189,18,NA,NA,NA,NA,2016-03-15,"Tue"
1644430081,"15/04/2016",5263,2772,3,4,170,1263,1263,103,58,16,NA,NA,NA,NA,2016-04-15,"Fri"
1644430081,"16/03/2016",11724,3486,6,71,406,957,957,305,164,14,NA,NA,NA,NA,2016-03-16,"Wed"
1644430081,"16/04/2016",15223,3509,51,42,212,1135,1135,91,144,70,NA,NA,NA,NA,2016-04-16,"Sat"
1644430081,"17/03/2016",10762,2851,6,3,264,1167,1167,219,42,12,NA,NA,NA,NA,2016-03-17,"Thu"
1644430081,"17/04/2016",8757,3021,29,13,186,1212,1212,105,83,40,NA,NA,NA,NA,2016-04-17,"Sun"
1644430081,"18/03/2016",4913,2459,0,0,168,1272,1272,146,12,10,NA,NA,NA,NA,2016-03-18,"Fri"
1644430081,"18/04/2016",7132,2820,15,33,121,1271,1271,72,77,20,NA,NA,NA,NA,2016-04-18,"Mon"
1644430081,"19/03/2016",532,2628,0,0,261,1179,1179,243,17,1,NA,NA,NA,NA,2016-03-19,"Sat"
1644430081,"19/04/2016",11231,3269,5,58,254,1123,1123,126,177,14,NA,NA,NA,NA,2016-04-19,"Tue"
1644430081,"20/03/2016",2231,2946,5,4,308,1123,1123,228,70,19,NA,NA,NA,NA,2016-03-20,"Sun"
1644430081,"20/04/2016",2436,2454,0,0,125,1315,1315,88,32,5,NA,NA,NA,NA,2016-04-20,"Wed"
1644430081,"21/03/2016",6587,2881,0,0,303,1137,1137,245,53,5,NA,NA,NA,NA,2016-03-21,"Mon"
1644430081,"21/04/2016",1223,2143,0,0,38,1402,1402,24,11,3,NA,NA,NA,NA,2016-04-21,"Thu"
1644430081,"22/03/2016",3658,3493,15,92,271,1062,1062,150,204,24,NA,NA,NA,NA,2016-03-22,"Tue"
1644430081,"22/04/2016",3673,2352,0,0,86,1354,1354,36,38,12,NA,NA,NA,NA,2016-04-22,"Fri"
1644430081,"23/03/2016",13670,3699,0,22,732,686,686,614,140,0,NA,NA,NA,NA,2016-03-23,"Wed"
1644430081,"23/04/2016",6637,2682,0,15,160,1265,1265,53,110,12,NA,NA,NA,NA,2016-04-23,"Sat"
1644430081,"24/03/2016",7164,2923,18,4,323,1095,1095,296,25,24,NA,NA,NA,NA,2016-03-24,"Thu"
1644430081,"24/04/2016",3321,2424,0,0,89,1351,1351,42,34,13,NA,NA,NA,NA,2016-04-24,"Sun"
1644430081,"25/03/2016",4290,2360,0,0,109,1331,1331,75,24,10,NA,NA,NA,NA,2016-03-25,"Fri"
1644430081,"25/04/2016",3580,2506,8,1,94,1337,1337,53,38,12,NA,NA,NA,NA,2016-04-25,"Mon"
1644430081,"26/03/2016",2527,2253,0,0,52,1388,1388,22,18,12,NA,NA,NA,NA,2016-03-26,"Sat"
1644430081,"26/04/2016",9919,3135,11,41,223,1165,1165,109,140,26,NA,NA,NA,NA,2016-04-26,"Tue"
1644430081,"27/03/2016",3069,2748,19,22,188,1211,1211,167,38,24,NA,373,101,21,2016-03-27,"Sun"
1644430081,"27/04/2016",3032,2501,0,0,118,1322,1322,71,41,6,NA,NA,NA,NA,2016-04-27,"Wed"
1644430081,"28/03/2016",5500,2889,2,35,181,1222,1222,106,102,10,NA,466,0,0,2016-03-28,"Mon"
1644430081,"28/04/2016",9405,3121,3,53,227,1157,1157,118,156,9,NA,NA,NA,NA,2016-04-28,"Thu"
1644430081,"29/03/2016",7313,3199,6,35,275,1124,1124,142,158,16,NA,56,36,29,2016-03-29,"Tue"
1644430081,"29/04/2016",3176,2510,0,0,120,1320,1320,65,50,5,NA,119,8,0,2016-04-29,"Fri"
1644430081,"30/03/2016",10833,3133,26,12,273,1129,1129,197,80,34,NA,538,243,59,2016-03-30,"Wed"
1644430081,"30/04/2016",18213,3859,9,71,402,958,958,157,305,20,NA,124,15,3,2016-04-30,"Sat"
1644430081,"31/03/2016",7628,3211,4,50,254,1132,1132,132,164,12,NA,NA,NA,NA,2016-03-31,"Thu"
1844505072,"01/04/2016",5655,1967,9,9,251,1171,1171,150,109,10,NA,NA,NA,NA,2016-04-01,"Fri"
1844505072,"01/05/2016",2573,1543,0,7,75,1358,1358,37,43,2,NA,590,106,77,2016-05-01,"Sun"
1844505072,"02/04/2016",6562,1888,0,0,263,1177,1177,147,114,2,NA,NA,NA,NA,2016-04-02,"Sat"
1844505072,"02/05/2016",0,1346,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-02,"Mon"
1844505072,"03/04/2016",5581,1634,0,0,136,1304,1304,75,60,1,NA,169,0,21,2016-04-03,"Sun"
1844505072,"03/05/2016",4059,1756,0,0,184,1256,1256,100,84,0,NA,NA,NA,NA,2016-05-03,"Tue"
1844505072,"04/04/2016",1803,1344,0,0,0,1440,1440,0,0,0,NA,771,0,0,2016-04-04,"Mon"
1844505072,"04/05/2016",2080,1554,0,0,87,1353,1353,46,40,1,NA,NA,NA,NA,2016-05-04,"Wed"
1844505072,"05/04/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-05,"Tue"
1844505072,"05/05/2016",2237,1593,0,0,120,1320,1320,75,45,0,NA,NA,NA,NA,2016-05-05,"Thu"
1844505072,"06/04/2016",0,1346,0,0,1,1439,1439,1,0,0,NA,NA,NA,NA,2016-04-06,"Wed"
1844505072,"06/05/2016",44,1349,0,0,2,1438,1438,1,1,0,NA,NA,NA,NA,2016-05-06,"Fri"
1844505072,"07/04/2016",2353,1965,0,0,290,1150,1150,155,135,0,NA,NA,NA,NA,2016-04-07,"Thu"
1844505072,"07/05/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-07,"Sat"
1844505072,"08/04/2016",6530,1827,0,0,221,1219,1219,104,117,0,NA,NA,NA,NA,2016-04-08,"Fri"
1844505072,"08/05/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-08,"Sun"
1844505072,"09/04/2016",4109,1804,0,0,184,1256,1256,94,85,5,NA,221,306,109,2016-04-09,"Sat"
1844505072,"09/05/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-09,"Mon"
1844505072,"10/04/2016",4843,1971,0,0,305,1135,1135,170,135,0,NA,277,38,10,2016-04-10,"Sun"
1844505072,"10/05/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-10,"Tue"
1844505072,"11/04/2016",6919,1886,0,0,251,1189,1189,147,101,3,NA,NA,NA,NA,2016-04-11,"Mon"
1844505072,"11/05/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-11,"Wed"
1844505072,"12/03/2016",14591,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-12,"Sat"
1844505072,"12/04/2016",6697,2055,0,0,339,1101,1101,208,130,1,NA,NA,NA,NA,2016-04-12,"Tue"
1844505072,"12/05/2016",0,616,0,0,0,660,660,0,0,0,NA,NA,NA,NA,2016-05-12,"Thu"
1844505072,"13/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-13,"Sun"
1844505072,"13/04/2016",4929,1884,0,0,248,1192,1192,152,96,0,NA,NA,NA,NA,2016-04-13,"Wed"
1844505072,"14/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-14,"Mon"
1844505072,"14/04/2016",7905,2151,0,0,373,1067,1067,204,167,2,NA,0,172,52,2016-04-14,"Thu"
1844505072,"15/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-15,"Tue"
1844505072,"15/04/2016",3844,1747,0,0,176,1264,1264,106,65,5,NA,644,57,36,2016-04-15,"Fri"
1844505072,"16/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-16,"Wed"
1844505072,"16/04/2016",3414,1680,0,0,147,1293,1293,79,68,0,NA,NA,NA,NA,2016-04-16,"Sat"
1844505072,"17/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-17,"Thu"
1844505072,"17/04/2016",4525,1815,2,8,199,1231,1231,124,82,3,NA,NA,NA,NA,2016-04-17,"Sun"
1844505072,"18/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-18,"Fri"
1844505072,"18/04/2016",4597,1838,0,12,217,1211,1211,142,87,0,NA,NA,NA,NA,2016-04-18,"Mon"
1844505072,"19/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-19,"Sat"
1844505072,"19/04/2016",197,1381,0,0,10,1430,1430,5,5,0,NA,NA,NA,NA,2016-04-19,"Tue"
1844505072,"20/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-20,"Sun"
1844505072,"20/04/2016",8,1347,0,0,1,1439,1439,1,0,0,NA,NA,NA,NA,2016-04-20,"Wed"
1844505072,"21/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-21,"Mon"
