"Id","Date","Hour","minutes_SleepLevel_1","minutes_SleepLevel_2","minutes_SleepLevel_3","sleepRecords_SleepLevel_1","sleepRecords_SleepLevel_2","sleepRecords_SleepLevel_3"
1503960366,"05/05/2016","08:00:00",36,4,0,1,1,0
1503960366,"06/05/2016","02:00:00",33,1,1,1,1,1
1503960366,"06/05/2016","03:00:00",60,0,0,1,0,0
1503960366,"06/05/2016","04:00:00",57,3,0,1,1,0
1503960366,"06/05/2016","05:00:00",59,1,0,1,1,0
1503960366,"06/05/2016","06:00:00",59,1,0,1,1,0
1503960366,"06/05/2016","07:00:00",47,12,1,1,1,1
1503960366,"06/05/2016","08:00:00",19,13,0,1,1,0
1503960366,"07/05/2016","02:00:00",12,5,2,1,1,1
1503960366,"07/05/2016","03:00:00",60,0,0,1,0,0
1503960366,"07/05/2016","04:00:00",55,5,0,1,1,0
1503960366,"07/05/2016","05:00:00",60,0,0,1,0,0
1503960366,"07/05/2016","06:00:00",60,0,0,1,0,0
1503960366,"07/05/2016","07:00:00",60,0,0,1,0,0
1503960366,"07/05/2016","08:00:00",24,6,0,1,1,0
1503960366,"08/05/2016","01:00:00",26,2,0,1,1,0
1503960366,"08/05/2016","02:00:00",60,0,0,1,0,0
1503960366,"08/05/2016","03:00:00",60,0,0,1,0,0
1503960366,"08/05/2016","04:00:00",54,5,1,1,1,1
1503960366,"08/05/2016","05:00:00",60,0,0,1,0,0
1503960366,"08/05/2016","06:00:00",59,1,0,1,1,0
1503960366,"08/05/2016","07:00:00",59,1,0,1,1,0
1503960366,"08/05/2016","08:00:00",59,1,0,1,1,0
1503960366,"08/05/2016","09:00:00",60,0,0,1,0,0
1503960366,"08/05/2016","10:00:00",56,4,0,1,1,0
1503960366,"08/05/2016","11:00:00",41,2,0,1,1,0
1503960366,"09/04/2016","03:00:00",56,2,0,1,1,0
1503960366,"09/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"09/04/2016","05:00:00",60,0,0,1,0,0
1503960366,"09/04/2016","06:00:00",55,5,0,1,1,0
1503960366,"09/04/2016","07:00:00",54,5,1,1,1,1
1503960366,"09/04/2016","08:00:00",46,12,2,1,1,1
1503960366,"09/04/2016","09:00:00",49,0,0,1,0,0
1503960366,"09/05/2016","00:00:00",25,0,0,1,0,0
1503960366,"09/05/2016","01:00:00",59,1,0,1,1,0
1503960366,"09/05/2016","02:00:00",60,0,0,1,0,0
1503960366,"09/05/2016","03:00:00",60,0,0,1,0,0
1503960366,"09/05/2016","04:00:00",60,0,0,1,0,0
1503960366,"09/05/2016","05:00:00",57,3,0,1,1,0
1503960366,"09/05/2016","06:00:00",17,0,0,1,0,0
1503960366,"10/04/2016","03:00:00",26,7,0,1,1,0
1503960366,"10/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"10/04/2016","05:00:00",60,0,0,1,0,0
1503960366,"10/04/2016","06:00:00",60,0,0,1,0,0
1503960366,"10/04/2016","07:00:00",49,9,2,1,1,1
1503960366,"10/04/2016","08:00:00",57,3,0,1,1,0
1503960366,"10/04/2016","09:00:00",60,0,0,1,0,0
1503960366,"10/04/2016","10:00:00",58,2,0,1,1,0
1503960366,"10/04/2016","11:00:00",25,0,0,1,0,0
1503960366,"10/05/2016","01:00:00",24,0,0,1,0,0
1503960366,"10/05/2016","02:00:00",60,0,0,1,0,0
1503960366,"10/05/2016","03:00:00",60,0,0,1,0,0
1503960366,"10/05/2016","04:00:00",60,0,0,1,0,0
1503960366,"10/05/2016","05:00:00",60,0,0,1,0,0
1503960366,"10/05/2016","06:00:00",60,0,0,1,0,0
1503960366,"10/05/2016","07:00:00",44,15,1,1,1,1
1503960366,"10/05/2016","08:00:00",15,4,0,1,1,0
1503960366,"11/04/2016","03:00:00",56,3,1,1,1,1
1503960366,"11/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"11/04/2016","05:00:00",58,2,0,1,1,0
1503960366,"11/04/2016","06:00:00",58,2,0,1,1,0
1503960366,"11/04/2016","07:00:00",52,7,1,1,1,1
1503960366,"11/04/2016","08:00:00",26,2,1,1,1,1
1503960366,"11/05/2016","03:00:00",52,0,0,1,0,0
1503960366,"11/05/2016","04:00:00",60,0,0,1,0,0
1503960366,"11/05/2016","05:00:00",58,2,0,1,1,0
1503960366,"11/05/2016","06:00:00",60,0,0,1,0,0
1503960366,"11/05/2016","07:00:00",46,14,0,1,1,0
1503960366,"11/05/2016","08:00:00",9,5,0,1,1,0
1503960366,"12/04/2016","02:00:00",5,4,4,1,1,1
1503960366,"12/04/2016","03:00:00",57,1,2,1,1,1
1503960366,"12/04/2016","04:00:00",59,1,0,1,1,0
1503960366,"12/04/2016","05:00:00",54,6,0,1,1,0
1503960366,"12/04/2016","06:00:00",60,0,0,1,0,0
1503960366,"12/04/2016","07:00:00",59,1,0,1,1,0
1503960366,"12/04/2016","08:00:00",33,0,0,1,0,0
1503960366,"13/03/2016","02:00:00",17,4,0,1,1,0
1503960366,"13/03/2016","03:00:00",60,0,0,1,0,0
1503960366,"13/03/2016","04:00:00",58,2,0,1,1,0
1503960366,"13/03/2016","05:00:00",60,0,0,1,0,0
1503960366,"13/03/2016","06:00:00",59,1,0,1,1,0
1503960366,"13/03/2016","07:00:00",57,3,0,1,1,0
1503960366,"13/03/2016","08:00:00",57,3,0,1,1,0
1503960366,"13/03/2016","09:00:00",43,2,0,1,1,0
1503960366,"13/04/2016","03:00:00",46,3,3,1,1,1
1503960366,"13/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"13/04/2016","05:00:00",60,0,0,1,0,0
1503960366,"13/04/2016","06:00:00",56,4,0,1,1,0
1503960366,"13/04/2016","07:00:00",51,1,8,1,1,1
1503960366,"13/04/2016","08:00:00",17,3,1,1,1,1
1503960366,"13/04/2016","20:00:00",50,0,0,1,0,0
1503960366,"13/04/2016","21:00:00",44,0,0,1,0,0
1503960366,"14/03/2016","01:00:00",22,6,0,1,1,0
1503960366,"14/03/2016","02:00:00",44,12,4,1,1,1
1503960366,"14/03/2016","03:00:00",60,0,0,1,0,0
1503960366,"14/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"14/03/2016","05:00:00",56,4,0,1,1,0
1503960366,"14/03/2016","06:00:00",60,0,0,1,0,0
1503960366,"14/03/2016","07:00:00",52,5,1,1,1,1
1503960366,"15/03/2016","02:00:00",15,4,5,1,1,1
1503960366,"15/03/2016","03:00:00",59,1,0,1,1,0
1503960366,"15/03/2016","04:00:00",58,2,0,1,1,0
1503960366,"15/03/2016","05:00:00",58,2,0,1,1,0
1503960366,"15/03/2016","06:00:00",59,1,0,1,1,0
1503960366,"15/03/2016","07:00:00",55,4,1,1,1,1
1503960366,"15/03/2016","08:00:00",8,2,1,1,1,1
1503960366,"15/04/2016","02:00:00",0,0,1,0,0,1
1503960366,"15/04/2016","03:00:00",57,1,2,1,1,1
1503960366,"15/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"15/04/2016","05:00:00",58,2,0,1,1,0
1503960366,"15/04/2016","06:00:00",60,0,0,1,0,0
1503960366,"15/04/2016","07:00:00",55,4,1,1,1,1
1503960366,"15/04/2016","08:00:00",48,8,4,1,1,1
1503960366,"15/04/2016","09:00:00",55,5,0,1,1,0
1503960366,"15/04/2016","10:00:00",19,2,0,1,1,0
1503960366,"16/03/2016","03:00:00",46,2,0,1,1,0
1503960366,"16/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"16/03/2016","05:00:00",54,6,0,1,1,0
1503960366,"16/03/2016","06:00:00",59,1,0,1,1,0
1503960366,"16/03/2016","07:00:00",39,16,5,1,1,1
1503960366,"16/03/2016","08:00:00",14,1,0,1,1,0
1503960366,"16/03/2016","19:00:00",16,1,0,1,1,0
1503960366,"16/03/2016","20:00:00",45,1,0,1,1,0
1503960366,"16/04/2016","02:00:00",46,0,3,1,0,1
1503960366,"16/04/2016","03:00:00",56,4,0,1,1,0
1503960366,"16/04/2016","04:00:00",55,5,0,1,1,0
1503960366,"16/04/2016","05:00:00",58,2,0,1,1,0
1503960366,"16/04/2016","06:00:00",55,5,0,1,1,0
1503960366,"16/04/2016","07:00:00",54,2,2,1,1,1
1503960366,"16/04/2016","08:00:00",16,1,3,1,1,1
1503960366,"16/04/2016","23:00:00",32,1,0,1,1,0
1503960366,"17/03/2016","01:00:00",40,4,0,1,1,0
1503960366,"17/03/2016","02:00:00",52,8,0,1,1,0
1503960366,"17/03/2016","03:00:00",60,0,0,1,0,0
1503960366,"17/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"17/03/2016","05:00:00",60,0,0,1,0,0
1503960366,"17/03/2016","06:00:00",58,2,0,1,1,0
1503960366,"17/03/2016","07:00:00",50,9,1,1,1,1
1503960366,"17/03/2016","08:00:00",22,11,0,1,1,0
1503960366,"17/04/2016","00:00:00",60,0,0,1,0,0
1503960366,"17/04/2016","01:00:00",59,1,0,1,1,0
1503960366,"17/04/2016","02:00:00",60,0,0,1,0,0
1503960366,"17/04/2016","03:00:00",59,1,0,1,1,0
1503960366,"17/04/2016","04:00:00",59,1,0,1,1,0
1503960366,"17/04/2016","05:00:00",59,1,0,1,1,0
1503960366,"17/04/2016","06:00:00",60,0,0,1,0,0
1503960366,"17/04/2016","07:00:00",59,1,0,1,1,0
1503960366,"17/04/2016","08:00:00",60,0,0,1,0,0
1503960366,"17/04/2016","09:00:00",56,4,0,1,1,0
1503960366,"17/04/2016","10:00:00",60,0,0,1,0,0
1503960366,"17/04/2016","11:00:00",17,2,0,1,1,0
1503960366,"18/03/2016","01:00:00",23,1,0,1,1,0
1503960366,"18/03/2016","02:00:00",60,0,0,1,0,0
1503960366,"18/03/2016","03:00:00",59,1,0,1,1,0
1503960366,"18/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"18/03/2016","05:00:00",59,1,0,1,1,0
1503960366,"18/03/2016","06:00:00",54,5,1,1,1,1
1503960366,"18/03/2016","07:00:00",47,11,2,1,1,1
1503960366,"18/03/2016","08:00:00",17,7,3,1,1,1
1503960366,"19/03/2016","00:00:00",47,5,0,1,1,0
1503960366,"19/03/2016","01:00:00",55,5,0,1,1,0
1503960366,"19/03/2016","02:00:00",58,2,0,1,1,0
1503960366,"19/03/2016","03:00:00",54,5,1,1,1,1
1503960366,"19/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"19/03/2016","05:00:00",60,0,0,1,0,0
1503960366,"19/03/2016","06:00:00",59,1,0,1,1,0
1503960366,"19/03/2016","07:00:00",54,2,0,1,1,0
1503960366,"19/04/2016","02:00:00",54,0,0,1,0,0
1503960366,"19/04/2016","03:00:00",55,5,0,1,1,0
1503960366,"19/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"19/04/2016","05:00:00",60,0,0,1,0,0
1503960366,"19/04/2016","06:00:00",57,3,0,1,1,0
1503960366,"19/04/2016","07:00:00",18,8,0,1,1,0
1503960366,"20/03/2016","01:00:00",49,3,0,1,1,0
1503960366,"20/03/2016","02:00:00",60,0,0,1,0,0
1503960366,"20/03/2016","03:00:00",60,0,0,1,0,0
1503960366,"20/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"20/03/2016","05:00:00",58,2,0,1,1,0
1503960366,"20/03/2016","06:00:00",59,1,0,1,1,0
1503960366,"20/03/2016","07:00:00",59,1,0,1,1,0
1503960366,"20/03/2016","08:00:00",60,0,0,1,0,0
1503960366,"20/03/2016","09:00:00",4,0,0,1,0,0
1503960366,"20/04/2016","02:00:00",59,0,0,1,0,0
1503960366,"20/04/2016","03:00:00",59,1,0,1,1,0
1503960366,"20/04/2016","04:00:00",57,3,0,1,1,0
1503960366,"20/04/2016","05:00:00",59,1,0,1,1,0
1503960366,"20/04/2016","06:00:00",60,0,0,1,0,0
1503960366,"20/04/2016","07:00:00",48,9,3,1,1,1
1503960366,"20/04/2016","08:00:00",18,0,0,1,0,0
1503960366,"21/03/2016","01:00:00",50,2,0,1,1,0
1503960366,"21/03/2016","02:00:00",60,0,0,1,0,0
1503960366,"21/03/2016","03:00:00",58,2,0,1,1,0
1503960366,"21/03/2016","04:00:00",58,2,0,1,1,0
1503960366,"21/03/2016","05:00:00",59,1,0,1,1,0
1503960366,"21/03/2016","06:00:00",59,1,0,1,1,0
1503960366,"21/03/2016","07:00:00",38,16,6,1,1,1
1503960366,"21/03/2016","08:00:00",8,6,1,1,1,1
1503960366,"21/04/2016","02:00:00",22,5,1,1,1,1
1503960366,"21/04/2016","03:00:00",55,5,0,1,1,0
1503960366,"21/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"21/04/2016","05:00:00",60,0,0,1,0,0
1503960366,"21/04/2016","06:00:00",57,3,0,1,1,0
1503960366,"21/04/2016","07:00:00",45,13,2,1,1,1
1503960366,"21/04/2016","08:00:00",26,10,0,1,1,0
1503960366,"23/03/2016","02:00:00",25,2,0,1,1,0
1503960366,"23/03/2016","03:00:00",60,0,0,1,0,0
1503960366,"23/03/2016","04:00:00",59,1,0,1,1,0
1503960366,"23/03/2016","05:00:00",60,0,0,1,0,0
1503960366,"23/03/2016","06:00:00",60,0,0,1,0,0
1503960366,"23/03/2016","07:00:00",17,10,3,1,1,1
1503960366,"23/04/2016","02:00:00",31,5,1,1,1,1
1503960366,"23/04/2016","03:00:00",59,1,0,1,1,0
1503960366,"23/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"23/04/2016","05:00:00",60,0,0,1,0,0
1503960366,"23/04/2016","06:00:00",55,5,0,1,1,0
1503960366,"23/04/2016","07:00:00",55,5,0,1,1,0
1503960366,"23/04/2016","08:00:00",41,6,0,1,1,0
1503960366,"24/03/2016","02:00:00",24,2,1,1,1,1
1503960366,"24/03/2016","03:00:00",54,6,0,1,1,0
1503960366,"24/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"24/03/2016","05:00:00",58,2,0,1,1,0
1503960366,"24/03/2016","06:00:00",59,1,0,1,1,0
1503960366,"24/03/2016","07:00:00",39,18,3,1,1,1
1503960366,"24/03/2016","08:00:00",9,8,0,1,1,0
1503960366,"24/04/2016","01:00:00",2,1,0,1,1,0
1503960366,"24/04/2016","02:00:00",55,5,0,1,1,0
1503960366,"24/04/2016","03:00:00",58,2,0,1,1,0
1503960366,"24/04/2016","04:00:00",57,3,0,1,1,0
1503960366,"24/04/2016","05:00:00",58,2,0,1,1,0
1503960366,"24/04/2016","06:00:00",57,3,0,1,1,0
1503960366,"24/04/2016","07:00:00",60,0,0,1,0,0
1503960366,"24/04/2016","08:00:00",57,3,0,1,1,0
1503960366,"24/04/2016","09:00:00",26,0,0,1,0,0
1503960366,"25/03/2016","01:00:00",4,0,0,1,0,0
1503960366,"25/03/2016","02:00:00",58,2,0,1,1,0
1503960366,"25/03/2016","03:00:00",54,5,1,1,1,1
1503960366,"25/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"25/03/2016","05:00:00",59,1,0,1,1,0
1503960366,"25/03/2016","06:00:00",59,1,0,1,1,0
1503960366,"25/03/2016","07:00:00",45,13,2,1,1,1
1503960366,"25/03/2016","08:00:00",12,10,0,1,1,0
1503960366,"25/04/2016","02:00:00",0,0,4,0,0,1
1503960366,"25/04/2016","03:00:00",57,2,1,1,1,1
1503960366,"25/04/2016","04:00:00",55,5,0,1,1,0
1503960366,"25/04/2016","05:00:00",57,3,0,1,1,0
1503960366,"25/04/2016","06:00:00",59,1,0,1,1,0
1503960366,"25/04/2016","07:00:00",38,21,1,1,1,1
1503960366,"25/04/2016","08:00:00",11,8,0,1,1,0
1503960366,"26/03/2016","01:00:00",3,1,0,1,1,0
1503960366,"26/03/2016","02:00:00",56,3,1,1,1,1
1503960366,"26/03/2016","03:00:00",53,7,0,1,1,0
1503960366,"26/03/2016","04:00:00",56,4,0,1,1,0
1503960366,"26/03/2016","05:00:00",55,4,1,1,1,1
1503960366,"26/03/2016","06:00:00",58,2,0,1,1,0
1503960366,"26/03/2016","07:00:00",58,2,0,1,1,0
1503960366,"26/03/2016","08:00:00",55,5,0,1,1,0
1503960366,"26/03/2016","09:00:00",31,2,0,1,1,0
1503960366,"26/03/2016","23:00:00",12,1,2,1,1,1
1503960366,"26/04/2016","03:00:00",0,0,1,0,0,1
1503960366,"26/04/2016","04:00:00",53,5,2,1,1,1
1503960366,"26/04/2016","05:00:00",59,1,0,1,1,0
1503960366,"26/04/2016","06:00:00",60,0,0,1,0,0
1503960366,"26/04/2016","07:00:00",46,14,0,1,1,0
1503960366,"26/04/2016","08:00:00",27,6,0,1,1,0
1503960366,"27/03/2016","00:00:00",44,3,0,1,1,0
1503960366,"27/03/2016","01:00:00",37,4,4,1,1,1
1503960366,"27/03/2016","02:00:00",59,1,0,1,1,0
1503960366,"27/03/2016","03:00:00",50,1,0,2,1,0
1503960366,"27/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"27/03/2016","05:00:00",60,0,0,1,0,0
1503960366,"27/03/2016","06:00:00",58,2,0,1,1,0
1503960366,"27/03/2016","07:00:00",53,7,0,1,1,0
1503960366,"27/03/2016","08:00:00",59,1,0,1,1,0
1503960366,"27/03/2016","09:00:00",3,0,0,1,0,0
1503960366,"28/03/2016","00:00:00",20,0,0,1,0,0
1503960366,"28/03/2016","01:00:00",53,4,0,1,1,0
1503960366,"28/04/2016","02:00:00",58,0,0,1,0,0
1503960366,"28/04/2016","03:00:00",60,0,0,1,0,0
1503960366,"28/04/2016","04:00:00",55,5,0,1,1,0
1503960366,"28/04/2016","05:00:00",59,1,0,1,1,0
1503960366,"28/04/2016","06:00:00",55,5,0,1,1,0
1503960366,"28/04/2016","07:00:00",51,8,1,1,1,1
1503960366,"28/04/2016","08:00:00",28,7,0,1,1,0
1503960366,"29/03/2016","02:00:00",52,2,0,1,1,0
1503960366,"29/03/2016","03:00:00",60,0,0,1,0,0
1503960366,"29/03/2016","04:00:00",60,0,0,1,0,0
1503960366,"29/03/2016","05:00:00",58,2,0,1,1,0
1503960366,"29/03/2016","06:00:00",57,2,1,1,1,1
1503960366,"29/03/2016","07:00:00",47,12,1,1,1,1
1503960366,"29/03/2016","08:00:00",15,7,2,1,1,1
1503960366,"29/04/2016","02:00:00",39,0,0,1,0,0
1503960366,"29/04/2016","03:00:00",60,0,0,1,0,0
1503960366,"29/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"29/04/2016","05:00:00",59,1,0,1,1,0
1503960366,"29/04/2016","06:00:00",60,0,0,1,0,0
1503960366,"29/04/2016","07:00:00",51,9,0,1,1,0
1503960366,"29/04/2016","08:00:00",12,3,0,1,1,0
1503960366,"30/04/2016","01:00:00",10,0,0,1,0,0
1503960366,"30/04/2016","02:00:00",60,0,0,1,0,0
1503960366,"30/04/2016","03:00:00",54,6,0,1,1,0
1503960366,"30/04/2016","04:00:00",60,0,0,1,0,0
1503960366,"30/04/2016","05:00:00",58,2,0,1,1,0
1503960366,"30/04/2016","06:00:00",60,0,0,1,0,0
1503960366,"30/04/2016","07:00:00",54,5,1,1,1,1
1503960366,"30/04/2016","08:00:00",48,7,0,1,1,0
1503960366,"31/03/2016","02:00:00",14,0,0,1,0,0
1503960366,"31/03/2016","03:00:00",59,1,0,1,1,0
1503960366,"31/03/2016","04:00:00",55,5,0,1,1,0
1503960366,"31/03/2016","05:00:00",58,2,0,1,1,0
1503960366,"31/03/2016","06:00:00",60,0,0,1,0,0
1503960366,"31/03/2016","07:00:00",45,15,0,1,1,0
1503960366,"31/03/2016","08:00:00",17,4,1,1,1,1
1644430081,"01/05/2016","18:00:00",0,4,55,0,1,1
1644430081,"01/05/2016","19:00:00",0,13,47,0,1,1
1644430081,"01/05/2016","20:00:00",14,19,27,1,1,1
1644430081,"01/05/2016","21:00:00",60,0,0,1,0,0
1644430081,"01/05/2016","22:00:00",60,0,0,1,0,0
1644430081,"01/05/2016","23:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","00:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","01:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","02:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","03:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","04:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","05:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","06:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","07:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","08:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","09:00:00",60,0,0,1,0,0
1644430081,"02/05/2016","10:00:00",2,0,0,1,0,0
1644430081,"08/05/2016","18:00:00",43,3,2,1,1,1
1644430081,"08/05/2016","19:00:00",56,3,1,1,1,1
1644430081,"08/05/2016","20:00:00",38,8,0,1,1,0
1644430081,"27/03/2016","15:00:00",0,0,15,0,0,1
1644430081,"27/03/2016","16:00:00",0,54,6,0,1,1
1644430081,"27/03/2016","17:00:00",17,43,0,1,1,0
1644430081,"27/03/2016","18:00:00",59,1,0,1,1,0
1644430081,"27/03/2016","19:00:00",59,1,0,1,1,0
1644430081,"27/03/2016","20:00:00",59,1,0,1,1,0
1644430081,"27/03/2016","21:00:00",59,1,0,1,1,0
1644430081,"27/03/2016","22:00:00",60,0,0,1,0,0
1644430081,"27/03/2016","23:00:00",60,0,0,1,0,0
1644430081,"28/03/2016","00:00:00",60,0,0,1,0,0
1644430081,"28/03/2016","01:00:00",60,0,0,1,0,0
1644430081,"28/03/2016","02:00:00",60,0,0,1,0,0
1644430081,"28/03/2016","03:00:00",60,0,0,1,0,0
1644430081,"28/03/2016","04:00:00",60,0,0,1,0,0
1644430081,"28/03/2016","05:00:00",60,0,0,1,0,0
1644430081,"28/03/2016","06:00:00",60,0,0,1,0,0
1644430081,"28/03/2016","07:00:00",46,0,0,1,0,0
1644430081,"29/03/2016","21:00:00",0,0,1,0,0,1
1644430081,"29/03/2016","22:00:00",12,20,28,1,1,1
1644430081,"29/03/2016","23:00:00",44,16,0,1,1,0
1644430081,"29/04/2016","18:00:00",27,0,0,1,0,0
1644430081,"29/04/2016","19:00:00",52,8,0,1,1,0
1644430081,"29/04/2016","20:00:00",40,0,0,1,0,0
1644430081,"30/03/2016","00:00:00",56,4,0,1,1,0
1644430081,"30/03/2016","01:00:00",56,4,0,1,1,0
1644430081,"30/03/2016","02:00:00",56,4,0,1,1,0
1644430081,"30/03/2016","03:00:00",56,4,0,1,1,0
1644430081,"30/03/2016","04:00:00",60,0,0,1,0,0
1644430081,"30/03/2016","05:00:00",60,0,0,1,0,0
1644430081,"30/03/2016","06:00:00",60,0,0,1,0,0
1644430081,"30/03/2016","07:00:00",24,31,5,1,1,1
1644430081,"30/03/2016","08:00:00",27,28,5,1,1,1
1644430081,"30/03/2016","09:00:00",20,28,12,1,1,1
1644430081,"30/03/2016","10:00:00",24,29,7,1,1,1
1644430081,"30/03/2016","11:00:00",12,37,11,1,1,1
1644430081,"30/03/2016","12:00:00",22,34,4,1,1,1
1644430081,"30/03/2016","13:00:00",5,40,15,1,1,1
1644430081,"30/04/2016","14:00:00",6,0,0,1,0,0
1644430081,"30/04/2016","15:00:00",49,8,3,1,1,1
1644430081,"30/04/2016","16:00:00",59,1,0,1,1,0
1644430081,"30/04/2016","17:00:00",10,6,0,1,1,0
1844505072,"01/05/2016","00:00:00",0,29,31,0,1,1
1844505072,"01/05/2016","01:00:00",0,39,21,0,1,1
1844505072,"01/05/2016","02:00:00",0,37,23,0,1,1
1844505072,"01/05/2016","03:00:00",57,1,2,1,1,1
1844505072,"01/05/2016","04:00:00",60,0,0,1,0,0
1844505072,"01/05/2016","05:00:00",60,0,0,1,0,0
1844505072,"01/05/2016","06:00:00",60,0,0,1,0,0
1844505072,"01/05/2016","07:00:00",60,0,0,1,0,0
1844505072,"01/05/2016","08:00:00",60,0,0,1,0,0
1844505072,"01/05/2016","09:00:00",60,0,0,1,0,0
1844505072,"01/05/2016","10:00:00",60,0,0,1,0,0
1844505072,"01/05/2016","11:00:00",60,0,0,1,0,0
